n,t,x,y,z,rx,ry,rz,fx,fy,fz,tx,ty,tz,skin,pinching
39,0.6153583526611328,-0.642933,-0.0663392,0.0069268,-2.24197,-0.857909,1.0796,0,0,0,0,0,0,12973,0
40,0.6313166618347168,-0.642929,-0.0663274,0.00695408,-2.24191,-0.857972,1.0796,0,0,0,0,0,0,12966,0
41,0.6472718715667725,-0.642967,-0.0663406,0.00697869,-2.24188,-0.857931,1.0797,0,0,0,0,0,0,12977,0
42,0.6632289886474609,-0.642911,-0.0663172,0.00694405,-2.24192,-0.857962,1.0796,0,0,0,0,0,0,12976,0
43,0.679187536239624,-0.642911,-0.0663172,0.00694405,-2.24192,-0.857962,1.0796,0,0,0,0,0,0,12976,0
44,0.6951436996459961,-0.642948,-0.0663293,0.00696133,-2.24189,-0.85794,1.0796,0,0,0,0,0,0,12975,0
45,0.7111015319824219,-0.642938,-0.0663194,0.00695948,-2.24189,-0.857861,1.0796,0,0,0,0,0,0,12974,0
46,0.7270879745483398,-0.642957,-0.0663159,0.00697106,-2.24187,-0.85787,1.0796,0,0,0,0,0,0,12975,0
47,0.7430179119110107,-0.642941,-0.066326,0.00693986,-2.24193,-0.857905,1.0796,0,0,0,0,0,0,12974,0
48,0.7591657638549805,-0.642927,-0.0663095,0.00697041,-2.2419,-0.857909,1.0796,0,0,0,0,0,0,12966,0
49,0.7752351760864258,-0.642962,-0.066342,0.00700778,-2.24185,-0.857889,1.0797,0,0,0,0,0,0,12977,0
50,0.7911922931671143,-0.642925,-0.0662803,0.00696748,-2.24192,-0.857843,1.0796,0,0,0,0,0,0,12976,0
51,0.8071491718292236,-0.642938,-0.0663172,0.0069823,-2.24189,-0.857867,1.0796,0,0,0,0,0,0,12975,0
52,0.8231077194213867,-0.642938,-0.0663198,0.00694195,-2.24194,-0.8579,1.0796,0,0,0,0,0,0,12975,0
53,0.8390655517578125,-0.642959,-0.0663312,0.00697719,-2.24188,-0.857905,1.079,0,0,0,0,0,0,12973,0
54,0.8550212383270264,-0.642955,-0.0663151,0.00697325,-2.24188,-0.857877,1.0796,0,0,0,0,0,0,12970,0
55,0.8710129261016846,-0.642963,-0.0663316,0.00701063,-2.24187,-0.857866,1.0798,0,0,0,0,0,0,12977,0
56,0.886937141418457,-0.642935,-0.0663456,0.00698573,-2.24187,-0.857889,1.0797,0,0,0,0,0,0,12974,0
57,0.90289306640625,-0.642918,-0.0662967,0.00695372,-2.24193,-0.857866,1.0796,0,0,0,0,0,0,12977,0
58,0.9188499450683594,-0.642942,-0.0663135,0.00696963,-2.24189,-0.857821,1.0796,0,0,0,0,0,0,12979,0
59,0.9348106384277344,-0.642943,-0.0662925,0.00694696,-2.24192,-0.857825,1.0796,0,0,0,0,0,0,12974,0
60,0.9507982730865479,-0.642926,-0.0662991,0.00693329,-2.2419,-0.857904,1.0795,0,0,0,0,0,0,12972,0
61,0.9667260646820068,-0.642953,-0.0663418,0.00698181,-2.24189,-0.857892,1.0797,0,0,0,0,0,0,12975,0
62,0.9826807975769043,-0.642944,-0.0663174,0.00694539,-2.24188,-0.857922,1.0796,0,0,0,0,0,0,12965,0
63,0.9986371994018555,-0.64293,-0.0663,0.00694958,-2.24191,-0.857878,1.0796,0,0,0,0,0,0,12975,0
64,1.0145952701568604,-0.642905,-0.0662971,0.00692634,-2.24192,-0.857917,1.0795,0,0,0,0,0,0,12976,0
65,1.0305521488189697,-0.642923,-0.0662945,0.00693531,-2.24192,-0.857875,1.0795,0,0,0,0,0,0,12976,0
66,1.0465457439422607,-0.642923,-0.0662921,0.00691559,-2.24196,-0.857845,1.0795,0,0,0,0,0,0,12973,0
67,1.0624663829803467,-0.642956,-0.066316,0.00698342,-2.24187,-0.857845,1.0797,0,0,0,0,0,0,12972,0
68,1.0784227848052979,-0.642964,-0.0663187,0.00699568,-2.24186,-0.857852,1.0797,0,0,0,0,0,0,12973,0
69,1.0943806171417236,-0.64293,-0.0663299,0.00698453,-2.24188,-0.857889,1.0797,0,0,0,0,0,0,12976,0
70,1.110337495803833,-0.642893,-0.0663165,0.00690047,-2.24196,-0.857973,1.0795,0,0,0,0,0,0,12973,0
71,1.127293586730957,-0.642907,-0.0663256,0.006929,-2.24189,-0.857997,1.0795,0,0,0,0,0,0,12974,0
72,1.143249750137329,-0.642921,-0.0662639,0.00693904,-2.24193,-0.857898,1.0795,0,0,0,0,0,0,12975,0
73,1.1592068672180176,-0.642946,-0.0663098,0.00698275,-2.24191,-0.857851,1.0797,0,0,0,0,0,0,12971,0
74,1.1751642227172852,-0.642937,-0.0663259,0.00696739,-2.24193,-0.857895,1.079,0,0,0,0,0,0,12974,0
75,1.1911215782165527,-0.642952,-0.066364,0.00697929,-2.24187,-0.857954,1.0797,0,0,0,0,0,0,12973,0
76,1.2072160243988037,-0.642941,-0.066368,0.00695084,-2.24193,-0.857974,1.0797,0,0,0,0,0,0,12975,0
77,1.223289966583252,-0.642909,-0.0663132,0.00691402,-2.24191,-0.858043,1.0795,0,0,0,0,0,0,12975,0
78,1.2392301559448242,-0.642948,-0.06636,0.0069774,-2.24188,-0.857984,1.0797,0,0,0,0,0,0,12975,0
79,1.2552902698516846,-0.642943,-0.0663082,0.00697164,-2.24188,-0.857869,1.079,0,0,0,0,0,0,12972,0
80,1.271263837814331,-0.642932,-0.0663356,0.00696126,-2.24189,-0.857946,1.0796,0,0,0,0,0,0,12963,0
81,1.2872612476348877,-0.642937,-0.0663434,0.00696892,-2.24191,-0.857972,1.079,0,0,0,0,0,0,12971,0
82,1.3032379150390625,-0.642927,-0.0663143,0.00696596,-2.24189,-0.857914,1.0796,0,0,0,0,0,0,12971,0
83,1.319139003753662,-0.642953,-0.0663344,0.00698059,-2.24188,-0.857925,1.0797,0,0,0,0,0,0,12974,0
84,1.3353722095489502,-0.642943,-0.0663331,0.0069599,-2.24189,-0.857913,1.079,0,0,0,0,0,0,12975,0
85,1.351118564605713,-0.642918,-0.0662652,0.00693889,-2.2419,-0.857887,1.0795,0,0,0,0,0,0,12967,0
86,1.3670237064361572,-0.64296,-0.0663206,0.00700371,-2.24188,-0.857764,1.0798,0,0,0,0,0,0,12976,0
87,1.3826589584350586,-0.64291,-0.0663383,0.00694856,-2.24194,-0.857964,1.0796,0,0,0,0,0,0,12976,0
88,1.3987793922424316,-0.642945,-0.0663033,0.00697055,-2.24189,-0.85785,1.0796,0,0,0,0,0,0,12973,0
89,1.41554856300354,-0.642968,-0.0663191,0.00697538,-2.24188,-0.857863,1.0797,0,0,0,0,0,0,12973,0
90,1.4309947490692139,-0.642932,-0.0662995,0.00695649,-2.24189,-0.857903,1.0796,0,0,0,0,0,0,12961,0
91,1.4471969604492188,-0.642946,-0.0663372,0.00695666,-2.24189,-0.857936,1.079,0,0,0,0,0,0,12963,0
92,1.4630627632141113,-0.642938,-0.0663324,0.00695741,-2.24191,-0.857953,1.0796,0,0,0,0,0,0,12973,0
93,1.4791138172149658,-0.64295,-0.0663218,0.00696915,-2.24194,-0.857834,1.0797,0,0,0,0,0,0,12973,0
94,1.495105504989624,-0.642957,-0.0663164,0.00698017,-2.2419,-0.857885,1.0797,0,0,0,0,0,0,12976,0
95,1.511002540588379,-0.642923,-0.0663159,0.00693627,-2.24191,-0.857948,1.079,0,0,0,0,0,0,12976,0
96,1.526334524154663,-0.642942,-0.0663216,0.00697075,-2.24186,-0.857908,1.0796,0,0,0,0,0,0,12972,0
97,1.5425896644592285,-0.642949,-0.066302,0.00697865,-2.24188,-0.857874,1.0796,0,0,0,0,0,0,12972,0
98,1.5589799880981445,-0.642931,-0.0663084,0.00696428,-2.24189,-0.85788,1.0796,0,0,0,0,0,0,12972,0
99,1.5749764442443848,-0.642921,-0.0662818,0.00695631,-2.24193,-0.857831,1.0796,0,0,0,0,0,0,12964,0
100,1.590571403503418,-0.642922,-0.0663177,0.00693508,-2.24191,-0.857937,1.0795,0,0,0,0,0,0,12964,0
101,1.6069767475128174,-0.642911,-0.0663287,0.00692418,-2.24193,-0.858005,1.0795,0,0,0,0,0,0,12974,0
102,1.6230616569519043,-0.64295,-0.0663108,0.00694709,-2.24189,-0.857848,1.0796,0,0,0,0,0,0,12972,0
103,1.6390573978424072,-0.64292,-0.0662994,0.00694934,-2.24189,-0.857961,1.0795,0,0,0,0,0,0,12973,0
104,1.654982328414917,-0.642972,-0.0663194,0.00702381,-2.24184,-0.857851,1.0797,0,0,0,0,0,0,12962,0
105,1.6709823608398438,-0.642923,-0.0663238,0.00692723,-2.24188,-0.857982,1.0795,0,0,0,0,0,0,12973,0
106,1.6869869232177734,-0.642955,-0.0663403,0.00698038,-2.2419,-0.857916,1.0797,0,0,0,0,0,0,12974,0
107,1.7029860019683838,-0.642926,-0.066329,0.00695503,-2.24193,-0.857909,1.079,0,0,0,0,0,0,12973,0
108,1.7189617156982422,-0.642933,-0.0663187,0.00693481,-2.24194,-0.857916,1.0796,0,0,0,0,0,0,12971,0
109,1.734959363937378,-0.642981,-0.0663545,0.00701056,-2.24188,-0.857842,1.0798,0,0,0,0,0,0,12972,0
110,1.7509381771087646,-0.642959,-0.0663179,0.00699362,-2.24193,-0.857807,1.0797,0,0,0,0,0,0,12972,0
111,1.766824722290039,-0.642945,-0.0663283,0.00696167,-2.24189,-0.857914,1.0797,0,0,0,0,0,0,12972,0
112,1.7825617790222168,-0.642925,-0.0663321,0.00693045,-2.24193,-0.857977,1.0796,0,0,0,0,0,0,12972,0
113,1.7984097003936768,-0.64293,-0.0663164,0.00695143,-2.24193,-0.857881,1.0796,0,0,0,0,0,0,12963,0
114,1.8143997192382812,-0.643247,-0.0663663,0.00698028,-2.24193,-0.858079,1.0797,0,0,0,0,0,0,12972,0
115,1.8303563594818115,-0.643641,-0.0664207,0.00699156,-2.24189,-0.858118,1.0798,0,0,0,0,0,0,12834,0
116,1.8462815284729004,-0.645499,-0.0665288,0.0072328,-2.24154,-0.857756,1.0806,0,0,0,0,0,0,12675,0
117,1.862668514251709,-0.647285,-0.0665487,0.00735447,-2.2413,-0.857677,1.0808,0,0,0,0,0,0,12459,0
118,1.8786592483520508,-0.649122,-0.0665756,0.00741761,-2.24127,-0.857333,1.0811,0,0,0,0,0,0,12387,0
119,1.8946890830993652,-0.650114,-0.0664,0.00712266,-2.2415,-0.857555,1.0801,0,0,0,0,0,0,12422,0
120,1.9105033874511719,-0.650492,-0.0663852,0.00702098,-2.2416,-0.857727,1.079,0,0,0,0,0,0,12420,0
121,1.926694393157959,-0.651096,-0.0663565,0.00701039,-2.24155,-0.857777,1.079,0,0,0,0,0,0,12415,0
122,1.942694902420044,-0.650998,-0.0663511,0.00701345,-2.24153,-0.857675,1.0799,0,0,0,0,0,0,12417,0
123,1.9587199687957764,-0.651043,-0.0664365,0.00698217,-2.24162,-0.857949,1.0798,0,0,0,0,0,0,12417,0
124,1.9745428562164307,-0.651016,-0.0663753,0.0069536,-2.24162,-0.857838,1.0797,0,0,0,0,0,0,12415,0
125,1.9905004501342773,-0.651013,-0.0663344,0.00696333,-2.24164,-0.85776,1.0797,0,0,0,0,0,0,12409,0
126,2.006394624710083,-0.651002,-0.0663524,0.00694099,-2.24169,-0.857802,1.0797,0,0,0,0,0,0,12410,0
127,2.0225179195404053,-0.650988,-0.0663753,0.00694554,-2.2417,-0.857889,1.0797,0,0,0,0,0,0,12409,0
128,2.038658618927002,-0.650991,-0.0663712,0.00692205,-2.24173,-0.857935,1.0796,0,0,0,0,0,0,12412,0
129,2.0547046661376953,-0.651002,-0.0663448,0.00695488,-2.24167,-0.857887,1.079,0,0,0,0,0,0,12409,0
130,2.0699658393859863,-0.65102,-0.0663467,0.00698872,-2.24167,-0.857792,1.0798,0,0,0,0,0,0,12402,0
131,2.086716890335083,-0.651005,-0.0663775,0.00694696,-2.24178,-0.858011,1.0797,0,0,0,0,0,0,12411,0
132,2.1027157306671143,-0.650954,-0.0663554,0.00688843,-2.24188,-0.858111,1.0794,0,0,0,0,0,0,12401,0
133,2.1187169551849365,-0.650962,-0.0664047,0.00687656,-2.24189,-0.858149,1.0795,0,0,0,0,0,0,12408,0
134,2.134687662124634,-0.651026,-0.0663678,0.00693365,-2.24181,-0.858019,1.0796,0,0,0,0,0,0,12408,0
135,2.1506619453430176,-0.650982,-0.0663754,0.00687414,-2.24189,-0.858093,1.0795,0,0,0,0,0,0,12401,0
136,2.1666500568389893,-0.650971,-0.0663758,0.00689009,-2.24188,-0.858159,1.0795,0,0,0,0,0,0,12401,0
137,2.182558298110962,-0.650962,-0.0663545,0.00687795,-2.24192,-0.858068,1.0795,0,0,0,0,0,0,12412,0
138,2.1983578205108643,-0.650973,-0.0663438,0.00690241,-2.24188,-0.858088,1.0795,0,0,0,0,0,0,12413,0
139,2.214552640914917,-0.650999,-0.0663427,0.00694083,-2.24185,-0.858005,1.0796,0,0,0,0,0,0,12412,0
140,2.2306087017059326,-0.651015,-0.0663645,0.00692839,-2.24186,-0.858086,1.0796,0,0,0,0,0,0,12409,0
141,2.24661922454834,-0.650989,-0.0663494,0.00690084,-2.24183,-0.858127,1.0795,0,0,0,0,0,0,12411,0
142,2.2625536918640137,-0.651001,-0.0663324,0.00689942,-2.24187,-0.858059,1.0795,0,0,0,0,0,0,12407,0
143,2.2785544395446777,-0.650969,-0.0663384,0.00687796,-2.24189,-0.85815,1.0795,0,0,0,0,0,0,12412,0
144,2.2945895195007324,-0.650982,-0.0663492,0.0069051,-2.24183,-0.858155,1.0795,0,0,0,0,0,0,12404,0
145,2.310561418533325,-0.651018,-0.066364,0.00694904,-2.24185,-0.857987,1.0797,0,0,0,0,0,0,12413,0
146,2.326556921005249,-0.650996,-0.0663365,0.00691311,-2.24187,-0.858119,1.0795,0,0,0,0,0,0,12405,0
147,2.342560052871704,-0.650963,-0.0663447,0.00689005,-2.24189,-0.858118,1.0795,0,0,0,0,0,0,12410,0
148,2.358534812927246,-0.650963,-0.0663075,0.00688727,-2.24191,-0.858089,1.0795,0,0,0,0,0,0,12409,0
149,2.374540090560913,-0.650953,-0.0663017,0.00686358,-2.24191,-0.858105,1.0794,0,0,0,0,0,0,12403,0
150,2.390503168106079,-0.650974,-0.0663522,0.00688771,-2.24189,-0.858174,1.0795,0,0,0,0,0,0,12404,0
151,2.4065074920654297,-0.650907,-0.066313,0.00679211,-2.24191,-0.858289,1.0792,0,0,0,0,0,0,12402,0
152,2.4226343631744385,-0.650954,-0.0663026,0.00688694,-2.24188,-0.858159,1.0794,0,0,0,0,0,0,12410,0
153,2.4384634494781494,-0.650968,-0.0663259,0.00688796,-2.24187,-0.858104,1.0795,0,0,0,0,0,0,12400,0
154,2.45382022857666,-0.650933,-0.066314,0.0068376,-2.24192,-0.858137,1.0793,0,0,0,0,0,0,12412,0
155,2.4696874618530273,-0.65094,-0.0662864,0.00686232,-2.2419,-0.858122,1.0794,0,0,0,0,0,0,12411,0
156,2.486426830291748,-0.650942,-0.0662937,0.00686422,-2.24188,-0.858128,1.0793,0,0,0,0,0,0,12411,0
157,2.502431631088257,-0.650972,-0.0663836,0.00690479,-2.24186,-0.858173,1.0796,0,0,0,0,0,0,12408,0
158,2.518437385559082,-0.650931,-0.0663046,0.00685612,-2.24187,-0.858175,1.0793,0,0,0,0,0,0,12411,0
159,2.5344419479370117,-0.650951,-0.0663033,0.00684349,-2.24189,-0.85816,1.079,0,0,0,0,0,0,12414,0
160,2.5496981143951416,-0.650941,-0.0663168,0.00685771,-2.24193,-0.858144,1.0794,0,0,0,0,0,0,12412,0
161,2.5663344860076904,-0.650951,-0.066327,0.00686307,-2.24187,-0.858176,1.0794,0,0,0,0,0,0,12409,0
162,2.5822222232818604,-0.650977,-0.0663221,0.00688927,-2.24185,-0.858097,1.0794,0,0,0,0,0,0,12408,0
163,2.5974619388580322,-0.650927,-0.0663175,0.00684559,-2.24186,-0.858242,1.0793,0,0,0,0,0,0,12409,0
164,2.614426374435425,-0.65094,-0.0663082,0.00683221,-2.24186,-0.858213,1.0793,0,0,0,0,0,0,12409,0
165,2.6303837299346924,-0.650969,-0.0663087,0.00687228,-2.24188,-0.858119,1.0794,0,0,0,0,0,0,12409,0
166,2.64635968208313,-0.650955,-0.0663137,0.00683856,-2.2419,-0.858141,1.0793,0,0,0,0,0,0,12412,0
167,2.662363052368164,-0.650994,-0.0663201,0.00692067,-2.24179,-0.858129,1.0795,0,0,0,0,0,0,12402,0
168,2.67836332321167,-0.650961,-0.0663104,0.00688057,-2.24187,-0.858098,1.0794,0,0,0,0,0,0,12414,0
169,2.6942365169525146,-0.650945,-0.0663103,0.00683928,-2.24187,-0.858175,1.0793,0,0,0,0,0,0,12413,0
170,2.7103304862976074,-0.650958,-0.0663215,0.0068776,-2.24188,-0.858116,1.0794,0,0,0,0,0,0,12401,0
171,2.726306915283203,-0.650987,-0.0663215,0.00689982,-2.24182,-0.858099,1.079,0,0,0,0,0,0,12411,0
172,2.7423102855682373,-0.650956,-0.0663012,0.00687856,-2.24186,-0.85811,1.0794,0,0,0,0,0,0,12402,0
173,2.758310317993164,-0.650981,-0.0663352,0.00690387,-2.24184,-0.858096,1.0795,0,0,0,0,0,0,12412,0
174,2.7742507457733154,-0.650997,-0.0663158,0.00692102,-2.24182,-0.858084,1.0795,0,0,0,0,0,0,12414,0
175,2.7902326583862305,-0.650949,-0.0663234,0.00688251,-2.24188,-0.858109,1.0794,0,0,0,0,0,0,12414,0
176,2.8062548637390137,-0.650936,-0.0663054,0.00687235,-2.24188,-0.858168,1.0794,0,0,0,0,0,0,12408,0
177,2.8222343921661377,-0.650963,-0.0663122,0.0068848,-2.24191,-0.858073,1.0794,0,0,0,0,0,0,12414,0
178,2.8382339477539062,-0.650966,-0.0662842,0.0068742,-2.24184,-0.858095,1.0793,0,0,0,0,0,0,12411,0
179,2.854212522506714,-0.650934,-0.0662834,0.00682169,-2.24193,-0.858126,1.0793,0,0,0,0,0,0,12409,0
180,2.870206594467163,-0.650977,-0.0663526,0.0069029,-2.24185,-0.858166,1.0795,0,0,0,0,0,0,12404,0
181,2.886185646057129,-0.650954,-0.0662871,0.00686218,-2.2419,-0.858077,1.0794,0,0,0,0,0,0,12409,0
182,2.902189254760742,-0.650961,-0.0662859,0.00686626,-2.24186,-0.858158,1.0793,0,0,0,0,0,0,12413,0
183,2.9178881645202637,-0.650936,-0.0662731,0.00683796,-2.24188,-0.858108,1.0793,0,0,0,0,0,0,12413,0
184,2.9338650703430176,-0.650938,-0.0662843,0.00684681,-2.2419,-0.858113,1.0793,0,0,0,0,0,0,12412,0
185,2.9498350620269775,-0.650957,-0.0663051,0.00686127,-2.24184,-0.858152,1.0793,0,0,0,0,0,0,12412,0
186,2.9658262729644775,-0.650979,-0.0663001,0.00691947,-2.24185,-0.857991,1.0795,0,0,0,0,0,0,12409,0
187,2.981717824935913,-0.650941,-0.0662982,0.0068566,-2.24191,-0.858119,1.079,0,0,0,0,0,0,12404,0
188,2.9976775646209717,-0.650965,-0.0663142,0.00687206,-2.24187,-0.858158,1.0794,0,0,0,0,0,0,12414,0
189,3.0136682987213135,-0.650949,-0.0663171,0.00687279,-2.24186,-0.858201,1.0794,0,0,0,0,0,0,12402,0
190,3.0295913219451904,-0.650947,-0.0663085,0.00687507,-2.24186,-0.858193,1.0794,0,0,0,0,0,0,12413,0
191,3.0455830097198486,-0.650969,-0.0662934,0.0069059,-2.24185,-0.858053,1.079,0,0,0,0,0,0,12413,0
192,3.06150484085083,-0.65096,-0.0663327,0.00689388,-2.24187,-0.858101,1.0795,0,0,0,0,0,0,12412,0
193,3.07749342918396,-0.650981,-0.0663315,0.00693934,-2.24182,-0.85812,1.0795,0,0,0,0,0,0,12410,0
194,3.093418598175049,-0.650954,-0.0663239,0.00688658,-2.24181,-0.858179,1.0794,0,0,0,0,0,0,12410,0
195,3.1094119548797607,-0.650968,-0.0663183,0.00689859,-2.24186,-0.858097,1.0794,0,0,0,0,0,0,12404,0
196,3.125365972518921,-0.650967,-0.0662874,0.00690064,-2.24183,-0.858099,1.0794,0,0,0,0,0,0,12413,0
197,3.1413228511810303,-0.650942,-0.0662991,0.00688984,-2.24187,-0.858154,1.0794,0,0,0,0,0,0,12415,0
198,3.157280445098877,-0.650929,-0.0663015,0.00683794,-2.24187,-0.858237,1.0793,0,0,0,0,0,0,12410,0
199,3.1732370853424072,-0.650943,-0.0663194,0.0068779,-2.24184,-0.858159,1.0794,0,0,0,0,0,0,12414,0
200,3.189985752105713,-0.650928,-0.0662711,0.00684806,-2.2419,-0.858084,1.0793,0,0,0,0,0,0,12404,0
201,3.20497727394104,-0.650956,-0.0663045,0.00690021,-2.24185,-0.858095,1.0794,0,0,0,0,0,0,12412,0
202,3.221543312072754,-0.65096,-0.0663061,0.00690292,-2.24185,-0.858095,1.0794,0,0,0,0,0,0,12413,0
203,3.2378487586975098,-0.650943,-0.0662853,0.00685715,-2.24186,-0.858158,1.0793,0,0,0,0,0,0,12403,0
204,3.2539331912994385,-0.650953,-0.0663154,0.006902,-2.24187,-0.858113,1.0794,0,0,0,0,0,0,12412,0
205,3.269939422607422,-0.650951,-0.0662985,0.00689033,-2.24184,-0.858103,1.0794,0,0,0,0,0,0,12413,0
206,3.285907030105591,-0.650954,-0.0663241,0.00691809,-2.24182,-0.858169,1.0795,0,0,0,0,0,0,12412,0
207,3.301907539367676,-0.650933,-0.0663028,0.00686437,-2.24187,-0.858146,1.079,0,0,0,0,0,0,12411,0
208,3.3178586959838867,-0.650953,-0.066288,0.00689372,-2.24185,-0.858126,1.0794,0,0,0,0,0,0,12412,0
209,3.333796501159668,-0.650986,-0.0662847,0.00694229,-2.2418,-0.858012,1.0795,0,0,0,0,0,0,12404,0
210,3.3497626781463623,-0.650979,-0.0663564,0.0069491,-2.24183,-0.858158,1.079,0,0,0,0,0,0,12414,0
211,3.365779399871826,-0.650946,-0.0662925,0.00690811,-2.24183,-0.85814,1.0794,0,0,0,0,0,0,12409,0
212,3.3810648918151855,-0.650959,-0.0663345,0.00690782,-2.24186,-0.858176,1.0795,0,0,0,0,0,0,12413,0
213,3.3977177143096924,-0.650952,-0.0663114,0.00690872,-2.24182,-0.858169,1.0794,0,0,0,0,0,0,12415,0
214,3.413712501525879,-0.650953,-0.0662918,0.00688885,-2.24183,-0.858109,1.0794,0,0,0,0,0,0,12410,0
215,3.429621696472168,-0.650953,-0.0663002,0.00684706,-2.24186,-0.858201,1.0793,0,0,0,0,0,0,12411,0
216,3.4455723762512207,-0.650946,-0.066305,0.00690296,-2.24185,-0.858105,1.0794,0,0,0,0,0,0,12413,0
217,3.4616153240203857,-0.650967,-0.0662998,0.0068887,-2.24182,-0.858143,1.079,0,0,0,0,0,0,12409,0
218,3.477557897567749,-0.650954,-0.0662917,0.0068965,-2.24182,-0.858149,1.0794,0,0,0,0,0,0,12414,0
