n,t,x,y,z,rx,ry,rz,fx,fy,fz,tx,ty,tz,skin,pinching
22,0.3515903949737549,-0.646104,-0.066242,0.00694366,-2.2419,-0.857793,1.079,0,0,0,0,0,0,12976,0
23,0.36754798889160156,-0.646104,-0.066242,0.00694366,-2.2419,-0.857793,1.079,0,0,0,0,0,0,12974,0
24,0.38350486755371094,-0.646092,-0.0662414,0.00694806,-2.24192,-0.857837,1.079,0,0,0,0,0,0,12980,0
25,0.3994629383087158,-0.646109,-0.066267,0.00697107,-2.24186,-0.857836,1.0796,0,0,0,0,0,0,12974,0
26,0.4154205322265625,-0.646084,-0.0662847,0.00694027,-2.24189,-0.857948,1.0796,0,0,0,0,0,0,12974,0
27,0.4313790798187256,-0.646095,-0.0662228,0.00697863,-2.24187,-0.857753,1.0796,0,0,0,0,0,0,12974,0
28,0.44733452796936035,-0.646098,-0.0662824,0.00694239,-2.24192,-0.857934,1.0796,0,0,0,0,0,0,12976,0
29,0.4632914066314697,-0.646122,-0.066281,0.00698434,-2.24185,-0.857872,1.0797,0,0,0,0,0,0,12969,0
30,0.4792490005493164,-0.646093,-0.0662641,0.00693255,-2.2419,-0.857878,1.0795,0,0,0,0,0,0,12975,0
31,0.4952061176300049,-0.646089,-0.0662619,0.00695627,-2.24191,-0.857846,1.0796,0,0,0,0,0,0,12978,0
32,0.5111629962921143,-0.646069,-0.0662037,0.00689523,-2.24196,-0.857806,1.0794,0,0,0,0,0,0,12973,0
33,0.5271205902099609,-0.646068,-0.0662136,0.00691747,-2.24191,-0.857837,1.0794,0,0,0,0,0,0,12974,0
34,0.5440752506256104,-0.646053,-0.0662142,0.00689505,-2.24197,-0.85781,1.0794,0,0,0,0,0,0,12974,0
35,0.5590357780456543,-0.646076,-0.0662528,0.00694196,-2.24189,-0.85788,1.0795,0,0,0,0,0,0,12974,0
36,0.5759940147399902,-0.646089,-0.0662511,0.00696047,-2.24189,-0.857868,1.0796,0,0,0,0,0,0,12974,0
37,0.5919501781463623,-0.646126,-0.0662483,0.00698498,-2.24187,-0.857746,1.0796,0,0,0,0,0,0,12975,0
38,0.6079063415527344,-0.646071,-0.0662394,0.00693426,-2.24192,-0.857849,1.0795,0,0,0,0,0,0,12972,0
39,0.6238625049591064,-0.646081,-0.066252,0.00691767,-2.24193,-0.85791,1.0795,0,0,0,0,0,0,12975,0
40,0.6398196220397949,-0.646072,-0.0662408,0.00693483,-2.24193,-0.85787,1.0795,0,0,0,0,0,0,12974,0
41,0.6557765007019043,-0.646074,-0.0662497,0.00691982,-2.24193,-0.857857,1.0795,0,0,0,0,0,0,12974,0
42,0.6717345714569092,-0.646091,-0.066218,0.00691539,-2.2419,-0.857832,1.079,0,0,0,0,0,0,12978,0
43,0.6876907348632812,-0.646067,-0.0662409,0.00691387,-2.24193,-0.857865,1.0795,0,0,0,0,0,0,12979,0
44,0.7036490440368652,-0.646097,-0.0662399,0.00696823,-2.2419,-0.857768,1.0796,0,0,0,0,0,0,12975,0
45,0.7196063995361328,-0.646103,-0.0662848,0.00697313,-2.24186,-0.857908,1.0796,0,0,0,0,0,0,12972,0
46,0.7355625629425049,-0.646096,-0.0662414,0.00695645,-2.24193,-0.857803,1.079,0,0,0,0,0,0,12973,0
47,0.7515206336975098,-0.646113,-0.0662325,0.00696386,-2.24186,-0.857794,1.079,0,0,0,0,0,0,12972,0
48,0.7674777507781982,-0.64609,-0.0662467,0.00693698,-2.24193,-0.857816,1.0796,0,0,0,0,0,0,12974,0
49,0.783435583114624,-0.646092,-0.0662151,0.00693431,-2.24194,-0.857765,1.0795,0,0,0,0,0,0,12973,0
50,0.7993929386138916,-0.646083,-0.0662297,0.00696245,-2.24191,-0.857751,1.0796,0,0,0,0,0,0,12973,0
51,0.8153495788574219,-0.646089,-0.0662553,0.0069228,-2.24192,-0.857857,1.0795,0,0,0,0,0,0,12975,0
52,0.8313071727752686,-0.646109,-0.0662607,0.00696929,-2.24188,-0.857837,1.0796,0,0,0,0,0,0,12973,0
53,0.847264289855957,-0.646077,-0.0661999,0.00691663,-2.24193,-0.857814,1.0794,0,0,0,0,0,0,12977,0
54,0.8632223606109619,-0.646069,-0.0662511,0.00691264,-2.24192,-0.857939,1.079,0,0,0,0,0,0,12973,0
55,0.8791804313659668,-0.646081,-0.066244,0.00695558,-2.24187,-0.857871,1.0796,0,0,0,0,0,0,12978,0
56,0.8951370716094971,-0.646094,-0.0662152,0.00692782,-2.24197,-0.857731,1.0795,0,0,0,0,0,0,12974,0
57,0.9110941886901855,-0.646116,-0.0662281,0.00696822,-2.24186,-0.857789,1.0796,0,0,0,0,0,0,12974,0
58,0.9270510673522949,-0.64609,-0.0662523,0.00696688,-2.24192,-0.857797,1.0796,0,0,0,0,0,0,12974,0
59,0.9430103302001953,-0.646089,-0.0662516,0.00693511,-2.24193,-0.857815,1.079,0,0,0,0,0,0,12975,0
60,0.9589662551879883,-0.646096,-0.0662763,0.00694123,-2.24192,-0.857889,1.0796,0,0,0,0,0,0,12973,0
61,0.9749226570129395,-0.646098,-0.06628,0.00696019,-2.24191,-0.857834,1.0796,0,0,0,0,0,0,12973,0
62,0.9908809661865234,-0.646089,-0.0662607,0.00693686,-2.24188,-0.857862,1.0795,0,0,0,0,0,0,12972,0
63,1.0068378448486328,-0.646094,-0.0662461,0.00693846,-2.24191,-0.857826,1.0795,0,0,0,0,0,0,12973,0
64,1.022794485092163,-0.646135,-0.0662399,0.00697342,-2.24186,-0.85774,1.0796,0,0,0,0,0,0,12972,0
65,1.0387518405914307,-0.646065,-0.0662285,0.00692891,-2.24193,-0.857834,1.0795,0,0,0,0,0,0,12979,0
66,1.0547103881835938,-0.646083,-0.0662394,0.00694617,-2.24192,-0.857792,1.0795,0,0,0,0,0,0,12978,0
67,1.0706665515899658,-0.646099,-0.0662396,0.00695118,-2.24189,-0.857839,1.0796,0,0,0,0,0,0,12973,0
68,1.0866243839263916,-0.646099,-0.0662396,0.00695118,-2.24189,-0.857839,1.0796,0,0,0,0,0,0,12975,0
69,1.1025810241699219,-0.646091,-0.0662426,0.00691861,-2.24196,-0.857844,1.0795,0,0,0,0,0,0,12978,0
70,1.1185383796691895,-0.6461,-0.0662471,0.00695161,-2.24194,-0.857787,1.0796,0,0,0,0,0,0,12973,0
71,1.1344976425170898,-0.646091,-0.0662794,0.00695167,-2.24192,-0.857868,1.0796,0,0,0,0,0,0,12972,0
72,1.1514511108398438,-0.646085,-0.0662569,0.00696612,-2.24191,-0.857849,1.0796,0,0,0,0,0,0,12973,0
73,1.1674082279205322,-0.646085,-0.0662673,0.00694974,-2.24194,-0.857832,1.0796,0,0,0,0,0,0,12974,0
74,1.183366060256958,-0.6461,-0.066249,0.00696838,-2.2419,-0.857842,1.0796,0,0,0,0,0,0,12974,0
75,1.19932222366333,-0.646062,-0.0662181,0.00691671,-2.2419,-0.857889,1.0794,0,0,0,0,0,0,12972,0
76,1.215280532836914,-0.64612,-0.0662809,0.00696015,-2.24193,-0.857806,1.0796,0,0,0,0,0,0,12976,0
77,1.2312378883361816,-0.646087,-0.066217,0.00697196,-2.24188,-0.85777,1.0796,0,0,0,0,0,0,12974,0
78,1.2471954822540283,-0.646095,-0.0662425,0.00694624,-2.24189,-0.857822,1.0795,0,0,0,0,0,0,12975,0
79,1.2631525993347168,-0.646099,-0.0662291,0.00696159,-2.2419,-0.857803,1.079,0,0,0,0,0,0,12972,0
80,1.2791087627410889,-0.646105,-0.0662523,0.00696638,-2.24191,-0.857783,1.0796,0,0,0,0,0,0,12973,0
81,1.2950663566589355,-0.646085,-0.066231,0.00692143,-2.24192,-0.857855,1.0795,0,0,0,0,0,0,12972,0
82,1.3110253810882568,-0.646085,-0.066231,0.00692143,-2.24192,-0.857855,1.0795,0,0,0,0,0,0,12971,0
83,1.326981544494629,-0.646089,-0.0662719,0.00694949,-2.24193,-0.857829,1.0796,0,0,0,0,0,0,12973,0
84,1.3429384231567383,-0.646103,-0.0662544,0.00697433,-2.24187,-0.85788,1.0796,0,0,0,0,0,0,12973,0
85,1.3588974475860596,-0.646114,-0.0662097,0.00694066,-2.24193,-0.857691,1.0795,0,0,0,0,0,0,12973,0
86,1.3748536109924316,-0.646114,-0.0662097,0.00694066,-2.24193,-0.857691,1.0795,0,0,0,0,0,0,12975,0
87,1.3908107280731201,-0.646074,-0.0662671,0.0069556,-2.24189,-0.857849,1.0796,0,0,0,0,0,0,12975,0
88,1.4067695140838623,-0.646074,-0.0662671,0.0069556,-2.24189,-0.857849,1.0796,0,0,0,0,0,0,12974,0
89,1.422724962234497,-0.646095,-0.0662502,0.00695208,-2.24194,-0.857786,1.0796,0,0,0,0,0,0,12977,0
90,1.4386837482452393,-0.646074,-0.0662608,0.00691413,-2.24194,-0.857882,1.0795,0,0,0,0,0,0,12975,0
91,1.4546403884887695,-0.64611,-0.0662673,0.00694204,-2.24194,-0.857823,1.0796,0,0,0,0,0,0,12972,0
92,1.4705989360809326,-0.646069,-0.0662479,0.00690075,-2.24192,-0.857936,1.0794,0,0,0,0,0,0,12969,0
93,1.4865550994873047,-0.646122,-0.0662586,0.00699421,-2.24188,-0.857752,1.0797,0,0,0,0,0,0,12972,0
94,1.502511978149414,-0.646081,-0.0662494,0.00693136,-2.2419,-0.857867,1.0795,0,0,0,0,0,0,12973,0
95,1.5184690952301025,-0.646114,-0.0662683,0.00696293,-2.24188,-0.857829,1.0796,0,0,0,0,0,0,12972,0
96,1.5344290733337402,-0.646087,-0.0662272,0.00696108,-2.24188,-0.857845,1.0795,0,0,0,0,0,0,12975,0
97,1.550386905670166,-0.646094,-0.0662566,0.00692775,-2.2419,-0.857863,1.0795,0,0,0,0,0,0,12974,0
98,1.566340684890747,-0.646082,-0.0662442,0.00692496,-2.24193,-0.857855,1.0795,0,0,0,0,0,0,12974,0
99,1.5822982788085938,-0.646075,-0.0662355,0.00692984,-2.24195,-0.857804,1.0795,0,0,0,0,0,0,12976,0
100,1.5982558727264404,-0.646082,-0.0662629,0.0069301,-2.24188,-0.857913,1.0795,0,0,0,0,0,0,12975,0
101,1.6142137050628662,-0.646098,-0.0662857,0.00696618,-2.24191,-0.85786,1.0796,0,0,0,0,0,0,12973,0
102,1.630171537399292,-0.646078,-0.0662402,0.00691667,-2.2419,-0.857892,1.0795,0,0,0,0,0,0,12973,0
103,1.646130084991455,-0.646089,-0.0662584,0.00697253,-2.24186,-0.857836,1.0796,0,0,0,0,0,0,12972,0
104,1.6620848178863525,-0.646122,-0.0662186,0.00699502,-2.24187,-0.857745,1.0796,0,0,0,0,0,0,12971,0
105,1.679039478302002,-0.646112,-0.0662507,0.0069615,-2.24192,-0.857806,1.0796,0,0,0,0,0,0,12973,0
106,1.6949970722198486,-0.646084,-0.0662518,0.00691982,-2.24191,-0.857935,1.0795,0,0,0,0,0,0,12978,0
107,1.7109551429748535,-0.646085,-0.066254,0.00694512,-2.24191,-0.857826,1.0796,0,0,0,0,0,0,12972,0
108,1.726912260055542,-0.64608,-0.0662288,0.00695765,-2.24192,-0.857797,1.0796,0,0,0,0,0,0,12974,0
109,1.7428698539733887,-0.646097,-0.066236,0.00693434,-2.24191,-0.857836,1.0795,0,0,0,0,0,0,12976,0
110,1.7588262557983398,-0.646099,-0.0662429,0.00694587,-2.2419,-0.857849,1.0796,0,0,0,0,0,0,12974,0
111,1.7747836112976074,-0.646081,-0.0662338,0.00695354,-2.24189,-0.857794,1.0795,0,0,0,0,0,0,12973,0
112,1.790806770324707,-0.64614,-0.0662739,0.00700148,-2.2419,-0.857759,1.0797,0,0,0,0,0,0,12976,0
113,1.8065776824951172,-0.646349,-0.0663108,0.00709877,-2.24192,-0.857892,1.0798,0,0,0,0,0,0,12963,0
114,1.8225841522216797,-0.646814,-0.0663125,0.0073363,-2.24179,-0.857643,1.0802,0,0,0,0,0,0,12876,0
115,1.8385584354400635,-0.647108,-0.0663469,0.00742509,-2.24167,-0.857596,1.0804,0,0,0,0,0,0,12775,0
116,1.854588508605957,-0.648204,-0.0663332,0.00748847,-2.24158,-0.857387,1.0805,0,0,0,0,0,0,12702,0
117,1.8707654476165771,-0.649124,-0.0663101,0.00742074,-2.24159,-0.85742,1.0803,0,0,0,0,0,0,12671,0
118,1.8867251873016357,-0.650222,-0.0661976,0.00733274,-2.24165,-0.857261,1.08,0,0,0,0,0,0,12659,0
119,1.9026765823364258,-0.650817,-0.0661743,0.00723198,-2.2417,-0.857377,1.079,0,0,0,0,0,0,12671,0
120,1.9184820652008057,-0.652155,-0.0660608,0.00706014,-2.24179,-0.857349,1.0792,0,0,0,0,0,0,12672,0
121,1.9344415664672852,-0.654687,-0.0659697,0.00697972,-2.24174,-0.857235,1.0789,0,0,0,0,0,0,12670,0
122,1.9503982067108154,-0.656503,-0.0659144,0.00678935,-2.24188,-0.857435,1.0784,0,0,0,0,0,0,12670,0
123,1.9663560390472412,-0.658344,-0.0657862,0.00677338,-2.24183,-0.857245,1.0782,0,0,0,0,0,0,12669,0
124,1.9823133945465088,-0.65979,-0.0656386,0.00651165,-2.24196,-0.857614,1.0773,0,0,0,0,0,0,12669,0
125,1.9982707500457764,-0.660494,-0.0656509,0.00650156,-2.2419,-0.857727,1.0773,0,0,0,0,0,0,12668,0
126,2.014227867126465,-0.662345,-0.0655231,0.00643988,-2.24196,-0.857646,1.077,0,0,0,0,0,0,12666,0
127,2.0301854610443115,-0.663378,-0.0654412,0.00643271,-2.24194,-0.857634,1.07,0,0,0,0,0,0,12667,0
128,2.046142816543579,-0.664219,-0.0653559,0.00641537,-2.24191,-0.857548,1.0769,0,0,0,0,0,0,12666,0
129,2.0620996952056885,-0.664903,-0.0653357,0.00639168,-2.24189,-0.857647,1.0768,0,0,0,0,0,0,12665,0
130,2.0786187648773193,-0.665187,-0.065313,0.00639101,-2.24184,-0.85761,1.0767,0,0,0,0,0,0,12666,0
131,2.0945885181427,-0.665774,-0.0653056,0.00647811,-2.24179,-0.857477,1.077,0,0,0,0,0,0,12665,0
132,2.1105706691741943,-0.66588,-0.0652644,0.00643124,-2.24179,-0.85744,1.0768,0,0,0,0,0,0,12675,0
133,2.1265642642974854,-0.665869,-0.0652915,0.00642676,-2.24178,-0.857418,1.0769,0,0,0,0,0,0,12667,0
134,2.1426167488098145,-0.665848,-0.0652759,0.00638284,-2.24182,-0.857441,1.0768,0,0,0,0,0,0,12666,0
135,2.1585183143615723,-0.665863,-0.0652514,0.00640687,-2.24183,-0.85729,1.0769,0,0,0,0,0,0,12664,0
136,2.1744818687438965,-0.665843,-0.0652487,0.00639252,-2.24182,-0.857379,1.0768,0,0,0,0,0,0,12664,0
137,2.190084218978882,-0.66583,-0.0652366,0.00637536,-2.24183,-0.85739,1.0767,0,0,0,0,0,0,12666,0
138,2.2064855098724365,-0.665816,-0.0652454,0.00635659,-2.24181,-0.857475,1.076,0,0,0,0,0,0,12665,0
139,2.2224440574645996,-0.66583,-0.0652674,0.00639937,-2.24181,-0.857407,1.0768,0,0,0,0,0,0,12664,0
140,2.2384185791015625,-0.6658,-0.0652246,0.00631783,-2.24187,-0.857412,1.076,0,0,0,0,0,0,12665,0
141,2.254472494125366,-0.665842,-0.0652422,0.00637095,-2.24183,-0.857365,1.0767,0,0,0,0,0,0,12665,0
142,2.2705044746398926,-0.665825,-0.0652347,0.00636507,-2.24183,-0.857396,1.0767,0,0,0,0,0,0,12664,0
143,2.28651762008667,-0.665811,-0.0652464,0.00636521,-2.24184,-0.857453,1.0767,0,0,0,0,0,0,12664,0
144,2.3023324012756348,-0.665801,-0.0652395,0.00634709,-2.24188,-0.85743,1.0767,0,0,0,0,0,0,12665,0
145,2.3184151649475098,-0.665837,-0.0652758,0.00639447,-2.24183,-0.857374,1.0768,0,0,0,0,0,0,12664,0
146,2.3344228267669678,-0.665853,-0.0652754,0.00638542,-2.24179,-0.857493,1.0768,0,0,0,0,0,0,12666,0
147,2.350105047225952,-0.665845,-0.0652654,0.00638428,-2.24185,-0.85742,1.0768,0,0,0,0,0,0,12665,0
148,2.3663883209228516,-0.665815,-0.0652548,0.00635952,-2.24182,-0.857452,1.0767,0,0,0,0,0,0,12664,0
149,2.382481098175049,-0.66578,-0.0652164,0.00633066,-2.24187,-0.85748,1.0766,0,0,0,0,0,0,12664,0
150,2.3984453678131104,-0.665777,-0.0652514,0.00635276,-2.24185,-0.857489,1.076,0,0,0,0,0,0,12664,0
151,2.414419412612915,-0.665773,-0.0652248,0.00630448,-2.24188,-0.857523,1.076,0,0,0,0,0,0,12663,0
152,2.430417537689209,-0.665776,-0.0652301,0.00631602,-2.24188,-0.857434,1.0766,0,0,0,0,0,0,12662,0
153,2.446390390396118,-0.665751,-0.0652131,0.00627713,-2.24187,-0.857563,1.0765,0,0,0,0,0,0,12663,0
154,2.462376356124878,-0.665774,-0.0652462,0.00632525,-2.24186,-0.857563,1.0766,0,0,0,0,0,0,12663,0
155,2.4773001670837402,-0.665792,-0.0652389,0.0063171,-2.24185,-0.857528,1.076,0,0,0,0,0,0,12663,0
156,2.4943532943725586,-0.665796,-0.0652585,0.00634349,-2.24184,-0.857541,1.076,0,0,0,0,0,0,12667,0
157,2.510328531265259,-0.665794,-0.0652171,0.00631631,-2.24185,-0.857507,1.0765,0,0,0,0,0,0,12666,0
158,2.52630352973938,-0.665792,-0.0652177,0.00632149,-2.24187,-0.857476,1.0766,0,0,0,0,0,0,12667,0
159,2.542297601699829,-0.665732,-0.0652404,0.00626971,-2.2419,-0.857643,1.076,0,0,0,0,0,0,12661,0
160,2.5582895278930664,-0.665781,-0.0652267,0.00635244,-2.24184,-0.857477,1.0766,0,0,0,0,0,0,12662,0
161,2.574119806289673,-0.665757,-0.0652064,0.00630575,-2.24191,-0.857451,1.0765,0,0,0,0,0,0,12662,0
162,2.589665651321411,-0.665817,-0.0652478,0.00637703,-2.24185,-0.8574,1.0767,0,0,0,0,0,0,12661,0
163,2.6056227684020996,-0.665803,-0.0652338,0.00634047,-2.24188,-0.857423,1.0766,0,0,0,0,0,0,12666,0
164,2.622574806213379,-0.665772,-0.0652675,0.00631514,-2.24188,-0.857558,1.0766,0,0,0,0,0,0,12663,0
165,2.637535810470581,-0.665791,-0.0652373,0.00632231,-2.24189,-0.857456,1.0766,0,0,0,0,0,0,12663,0
166,2.653491735458374,-0.665807,-0.0652453,0.0063494,-2.24185,-0.857413,1.0767,0,0,0,0,0,0,12664,0
167,2.669450044631958,-0.665787,-0.0652442,0.00632825,-2.24186,-0.857483,1.0766,0,0,0,0,0,0,12661,0
168,2.6854093074798584,-0.665803,-0.06527,0.00634433,-2.2419,-0.857459,1.0767,0,0,0,0,0,0,12663,0
169,2.701366662979126,-0.665799,-0.0652356,0.00635668,-2.24185,-0.857479,1.076,0,0,0,0,0,0,12669,0
170,2.7173240184783936,-0.665745,-0.0652426,0.00629149,-2.24188,-0.857642,1.0765,0,0,0,0,0,0,12662,0
171,2.733278751373291,-0.665756,-0.0652333,0.00631424,-2.24187,-0.857617,1.076,0,0,0,0,0,0,12663,0
172,2.7499806880950928,-0.665792,-0.0652631,0.00636665,-2.24187,-0.857483,1.0767,0,0,0,0,0,0,12663,0
173,2.7658567428588867,-0.665774,-0.0652188,0.00633561,-2.24189,-0.857471,1.0766,0,0,0,0,0,0,12662,0
174,2.781960964202881,-0.665771,-0.0652366,0.00630991,-2.24186,-0.857554,1.076,0,0,0,0,0,0,12662,0
175,2.797750949859619,-0.665793,-0.0652492,0.00633674,-2.24192,-0.857482,1.0767,0,0,0,0,0,0,12663,0
176,2.813993215560913,-0.66577,-0.0652443,0.00632876,-2.24191,-0.857511,1.0766,0,0,0,0,0,0,12663,0
177,2.829986810684204,-0.66581,-0.0652517,0.00638635,-2.24183,-0.857427,1.076,0,0,0,0,0,0,12664,0
178,2.8459670543670654,-0.665776,-0.0652327,0.00632838,-2.24188,-0.857484,1.0766,0,0,0,0,0,0,12663,0
179,2.8619344234466553,-0.66579,-0.0652028,0.00634015,-2.24188,-0.857425,1.0766,0,0,0,0,0,0,12664,0
180,2.878019332885742,-0.665815,-0.0652777,0.00639096,-2.24184,-0.857463,1.0768,0,0,0,0,0,0,12667,0
181,2.8939990997314453,-0.66581,-0.0652461,0.00637683,-2.24181,-0.857506,1.0767,0,0,0,0,0,0,12667,0
182,2.909966468811035,-0.665789,-0.0652363,0.00636373,-2.24188,-0.857471,1.0767,0,0,0,0,0,0,12668,0
183,2.925962448120117,-0.6658,-0.0652492,0.00636904,-2.24185,-0.857454,1.0767,0,0,0,0,0,0,12662,0
184,2.9419398307800293,-0.665786,-0.0652709,0.00633481,-2.24187,-0.857557,1.0767,0,0,0,0,0,0,12661,0
185,2.9579010009765625,-0.665781,-0.06526,0.00633263,-2.24185,-0.857593,1.0766,0,0,0,0,0,0,12662,0
186,2.97310471534729,-0.665792,-0.065244,0.00632927,-2.2419,-0.857503,1.0766,0,0,0,0,0,0,12662,0
187,2.9897310733795166,-0.665783,-0.0652383,0.0063573,-2.24183,-0.857535,1.0767,0,0,0,0,0,0,12662,0
188,3.005889654159546,-0.665752,-0.0652123,0.0063069,-2.24188,-0.857544,1.0765,0,0,0,0,0,0,12663,0
189,3.021867513656616,-0.665782,-0.0652326,0.00633489,-2.24187,-0.857489,1.0766,0,0,0,0,0,0,12664,0
190,3.0378072261810303,-0.665805,-0.0652409,0.00636643,-2.24181,-0.857469,1.0767,0,0,0,0,0,0,12663,0
191,3.0537757873535156,-0.665754,-0.0652517,0.00631472,-2.24189,-0.857555,1.0766,0,0,0,0,0,0,12648,0
192,3.069744348526001,-0.665778,-0.0652348,0.00633106,-2.24183,-0.857585,1.0766,0,0,0,0,0,0,12667,0
193,3.0860700607299805,-0.665773,-0.0652383,0.00632466,-2.24189,-0.85751,1.0766,0,0,0,0,0,0,12666,0
194,3.101534605026245,-0.665782,-0.0652386,0.00633686,-2.24184,-0.857535,1.0766,0,0,0,0,0,0,12662,0
195,3.1178152561187744,-0.66579,-0.0652109,0.00637795,-2.24181,-0.857519,1.0766,0,0,0,0,0,0,12662,0
196,3.133817672729492,-0.66578,-0.0652201,0.00632442,-2.24192,-0.857477,1.0766,0,0,0,0,0,0,12664,0
197,3.1497902870178223,-0.665762,-0.0652644,0.00634226,-2.24186,-0.857633,1.0766,0,0,0,0,0,0,12662,0
198,3.1657979488372803,-0.665794,-0.0652487,0.0063603,-2.24186,-0.857508,1.0767,0,0,0,0,0,0,12661,0
199,3.1814608573913574,-0.665789,-0.0652127,0.00635058,-2.24184,-0.8575,1.0766,0,0,0,0,0,0,12664,0
200,3.1974356174468994,-0.665762,-0.0652687,0.00634906,-2.24187,-0.85759,1.076,0,0,0,0,0,0,12664,0
201,3.2134432792663574,-0.665785,-0.0652274,0.00633731,-2.24184,-0.857529,1.0766,0,0,0,0,0,0,12661,0
202,3.2296242713928223,-0.665808,-0.0652308,0.00636691,-2.24184,-0.857446,1.0767,0,0,0,0,0,0,12663,0
203,3.245623826980591,-0.665778,-0.065272,0.00635021,-2.24186,-0.857581,1.0766,0,0,0,0,0,0,12663,0
204,3.2610771656036377,-0.665808,-0.0652318,0.00636637,-2.24188,-0.857415,1.0767,0,0,0,0,0,0,12665,0
205,3.2776665687561035,-0.665787,-0.0652563,0.00636336,-2.24189,-0.857497,1.0767,0,0,0,0,0,0,12663,0
206,3.2936511039733887,-0.665758,-0.0652588,0.00632978,-2.24185,-0.857654,1.0766,0,0,0,0,0,0,12663,0
207,3.3096537590026855,-0.665774,-0.0652375,0.00634664,-2.2419,-0.857478,1.0767,0,0,0,0,0,0,12664,0
208,3.3252031803131104,-0.665774,-0.0652445,0.0063414,-2.2419,-0.857543,1.0766,0,0,0,0,0,0,12662,0
209,3.3411617279052734,-0.665774,-0.0652445,0.0063414,-2.2419,-0.857543,1.0766,0,0,0,0,0,0,12663,0
210,3.357118606567383,-0.665781,-0.0652456,0.00632027,-2.24188,-0.857527,1.0766,0,0,0,0,0,0,12663,0
211,3.3730759620666504,-0.66578,-0.065273,0.00636028,-2.24188,-0.857564,1.0767,0,0,0,0,0,0,12656,0
212,3.3890323638916016,-0.665766,-0.0652315,0.00632351,-2.24186,-0.857578,1.0766,0,0,0,0,0,0,12665,0
213,3.4049925804138184,-0.665793,-0.0652326,0.00638536,-2.2418,-0.857526,1.0767,0,0,0,0,0,0,12663,0
214,3.4209470748901367,-0.665784,-0.0652435,0.00633657,-2.24186,-0.857539,1.0766,0,0,0,0,0,0,12668,0
215,3.4369046688079834,-0.665798,-0.065265,0.00636693,-2.24187,-0.857549,1.0767,0,0,0,0,0,0,12662,0
216,3.452861785888672,-0.665764,-0.0652205,0.00632708,-2.24187,-0.857529,1.0766,0,0,0,0,0,0,12663,0
217,3.4688198566436768,-0.665773,-0.0652591,0.00634434,-2.24184,-0.857609,1.0766,0,0,0,0,0,0,12663,0
218,3.48477840423584,-0.665787,-0.0652468,0.00632518,-2.24186,-0.857552,1.0766,0,0,0,0,0,0,12663,0
