n,t,x,y,z,rx,ry,rz,fx,fy,fz,tx,ty,tz,skin,pinching
0,0.0,0.097334,0.415639,0.114812,-1.91928,-2.47885,-0.027609,0,0,0,0,0,0,11808,11920,11954,11885,11877,11894,11816,0
1,1.0245425701141357,0.0973373,0.415658,0.11483,-1.91933,-2.47874,-0.027669,0,0,0,0,0,0,11806,11927,11973,11899,11889,11899,11819,0
2,2.052273750305176,0.0973189,0.415645,0.114822,-1.91922,-2.47884,-0.027632,0,0,0,0,0,0,11814,11933,11968,11896,11882,11896,11826,0
3,3.0685653686523438,0.0973917,0.415609,0.124797,-1.91959,-2.47875,-0.027408,0,0,0,0,0,0,11811,11929,11972,11902,11891,11900,11825,0
4,4.092164754867554,0.0993298,0.418435,0.117437,-1.91926,-2.47883,-0.028272,0,0,0,0,0,0,11815,11934,11976,11899,11881,11892,11823,0
5,5.103379011154175,0.120026,0.441778,-0.00576632,-1.91896,-2.47892,-0.029717,0,0,0,0,0,0,11806,11919,11963,11889,11880,11895,11814,0
6,6.115403652191162,0.122375,0.439603,-0.0607257,-1.91886,-2.47837,-0.030432,0,0,0,0,0,0,11805,11932,11977,11900,11887,11897,11819,0
7,7.15026593208313,0.122402,0.439587,-0.0607375,-1.91892,-2.47836,-0.030667,0,0,0,0,0,0,11817,11928,11969,11896,11884,11896,11832,0
8,8.182733535766602,0.122384,0.443271,-0.0607654,-1.91856,-2.47871,-0.03064,0,0,0,0,0,0,11813,11924,11975,11901,11888,11898,11822,0
9,9.200397253036499,0.122416,0.453458,-0.0607473,-1.91849,-2.47866,-0.030863,0,0,0,0,0,0,11819,11935,11976,11884,11882,11895,11840,0
10,10.218458414077759,0.122426,0.445718,-0.0607653,-1.91909,-2.47835,-0.030615,0,0,0,0,0,0,11815,11926,11974,11897,11890,11902,11815,0
11,11.227334976196289,0.122427,0.439707,-0.0508423,-1.91904,-2.47851,-0.030223,0,0,0,0,0,0,11803,11933,11978,11899,11885,11894,11859,0
12,12.2552330493927,0.107329,0.439756,-0.0508437,-1.91883,-2.47839,-0.0301,0,0,0,0,0,0,11821,11918,11972,11895,11888,11900,11825,0
13,13.273900032043457,0.10741,0.439807,-0.0607974,-1.91879,-2.47845,-0.030619,0,0,0,0,0,0,11819,11933,11977,11902,11888,11883,11817,0
14,14.28234338760376,0.107456,0.44438,-0.0607979,-1.91869,-2.47864,-0.030738,0,0,0,0,0,0,11823,11931,11969,11895,11882,11887,11823,0
15,15.299084424972534,0.10748,0.454761,-0.0607943,-1.91883,-2.47863,-0.030851,0,0,0,0,0,0,11820,11926,11970,11902,11887,11912,11827,0
16,16.339860200881958,0.107443,0.44455,-0.0608256,-1.9191,-2.47851,-0.030381,0,0,0,0,0,0,11808,11935,11976,11900,11886,11891,11815,0
17,17.373419523239136,0.107521,0.439878,-0.0508084,-1.91939,-2.4784,-0.030666,0,0,0,0,0,0,11817,11929,11972,11884,11889,11931,11828,0
18,18.39434242248535,0.0924783,0.439972,-0.0508052,-1.91916,-2.47847,-0.030768,0,0,0,0,0,0,11820,11926,11977,11903,11891,11898,11815,0
19,19.42203140258789,0.0925344,0.440011,-0.0607637,-1.9192,-2.47845,-0.031036,0,0,0,0,0,0,11829,11918,11976,11897,11884,11895,11826,0
20,20.447540760040283,0.0925515,0.445976,-0.060806,-1.91904,-2.47864,-0.030958,0,0,0,0,0,0,11816,11917,11971,11898,11942,11901,11822,0
21,21.480075120925903,0.0925036,0.453752,-0.0608315,-1.91935,-2.47849,-0.030656,0,0,0,0,0,0,11823,11931,11976,11889,11899,11896,11820,0
22,22.5133318901062,0.0925536,0.443552,-0.0607508,-1.91941,-2.47837,-0.031106,0,0,0,0,0,0,11824,11931,11970,11894,11892,11901,11817,0
23,23.531153917312622,0.0925636,0.440237,-0.0507734,-1.91928,-2.47835,-0.029952,0,0,0,0,0,0,11822,11930,11974,11900,11971,11894,11819,0
24,24.56357192993164,0.0775635,0.440268,-0.0507527,-1.91928,-2.47838,-0.030098,0,0,0,0,0,0,11827,11931,11976,11896,11884,11872,11817,0
25,25.579623699188232,0.0775711,0.440228,-0.0607961,-1.91929,-2.47836,-0.029993,0,0,0,0,0,0,11817,11899,11973,11895,11884,11904,11820,0
26,26.615418910980225,0.0776256,0.447594,-0.0607479,-1.91922,-2.47844,-0.030488,0,0,0,0,0,0,11826,11936,11977,12026,11886,11886,11823,0
27,27.641830921173096,0.0775775,0.452836,-0.0607974,-1.91978,-2.47817,-0.029869,0,0,0,0,0,0,11829,11934,11972,11896,11883,11900,11826,0
28,28.662161350250244,0.0776282,0.442563,-0.0607612,-1.91932,-2.47835,-0.030185,0,0,0,0,0,0,11826,11932,11974,11908,11892,11904,11822,0
29,29.694361925125122,0.077602,0.440248,-0.0507623,-1.91941,-2.47842,-0.030144,0,0,0,0,0,0,11829,11932,11977,12068,11884,11889,11823,0
30,30.711443662643433,0.0625982,0.440287,-0.0507586,-1.91929,-2.47845,-0.030201,0,0,0,0,0,0,11831,11918,11973,11898,11889,11903,11828,0
31,31.734308004379272,0.0626282,0.44034,-0.060717,-1.91929,-2.47841,-0.030412,0,0,0,0,0,0,11829,11934,11979,11903,11893,11899,11820,0
32,32.743712186813354,0.0626619,0.448587,-0.0607134,-1.9192,-2.47841,-0.030556,0,0,0,0,0,0,11833,11933,12047,11898,11880,11896,11825,0
33,33.77781343460083,0.0625915,0.45179,-0.0607372,-1.91933,-2.47844,-0.030131,0,0,0,0,0,0,11824,11932,11968,11899,11892,11903,11824,0
34,34.81190013885498,0.06267,0.44163,-0.0607127,-1.91936,-2.47839,-0.030504,0,0,0,0,0,0,11832,11937,11987,11902,11889,11895,11823,0
35,35.826653242111206,0.0626959,0.440469,-0.0507445,-1.91953,-2.47841,-0.030346,0,0,0,0,0,0,11832,11934,12056,11895,11888,11902,11830,0
36,36.85247039794922,0.0477209,0.440468,-0.0507386,-1.91955,-2.47849,-0.03037,0,0,0,0,0,0,11829,11933,11959,11899,11893,11901,11823,0
37,37.876866579055786,0.0477385,0.440482,-0.0607072,-1.91949,-2.47853,-0.030539,0,0,0,0,0,0,11836,11926,11979,11900,11887,11900,11821,0
38,38.8946168422699,0.0477719,0.449919,-0.0606923,-1.91939,-2.47853,-0.030792,0,0,0,0,0,0,11824,12011,11964,11892,11877,11881,11818,0
39,39.90968108177185,0.0477593,0.450913,-0.0606645,-1.91972,-2.47838,-0.030716,0,0,0,0,0,0,11832,11926,11977,11903,11894,11900,11825,0
40,40.944114208221436,0.0478091,0.44054,-0.0606784,-1.91949,-2.47859,-0.030924,0,0,0,0,0,0,11837,11948,11977,11898,11875,11904,11829,0
41,41.975706815719604,0.0478435,0.440496,-0.0506952,-1.91966,-2.4785,-0.030847,0,0,0,0,0,0,11830,12019,11974,11899,11892,11904,11821,0
42,42.996224880218506,0.0328814,0.440551,-0.0508243,-1.91963,-2.4785,-0.031449,0,0,0,0,0,0,11836,11940,11977,11902,11886,11898,11823,0
43,44.02330160140991,0.0329739,0.441009,-0.0606867,-1.92,-2.47833,-0.031037,0,0,0,0,0,0,11835,11928,11974,11901,11883,11906,11830,0
44,45.05332660675049,0.0329571,0.451147,-0.0606876,-1.91969,-2.4785,-0.031361,0,0,0,0,0,0,11939,11930,11981,11903,11889,11888,11820,0
45,46.06565046310425,0.0328791,0.449547,-0.0606822,-1.9197,-2.47854,-0.03102,0,0,0,0,0,0,11799,11932,11978,11897,11886,11905,11826,0
