n,t,x,y,z,rx,ry,rz,fx,fy,fz,tx,ty,tz,skin,pinching
508,8.113999605178833,-0.647528,-0.0663363,0.00715911,-2.24167,-0.857648,1.08,0,0,0,0,0,0,12468,0
509,8.1299889087677,-0.647774,-0.0662965,0.00716814,-2.24171,-0.857486,1.0801,0,0,0,0,0,0,12466,0
510,8.145897626876831,-0.647967,-0.0662666,0.00715228,-2.24167,-0.857378,1.08,0,0,0,0,0,0,12451,0
511,8.161873817443848,-0.648184,-0.0662427,0.00713618,-2.24169,-0.857352,1.08,0,0,0,0,0,0,12448,0
512,8.177846670150757,-0.648356,-0.0662408,0.00705632,-2.24177,-0.857431,1.0799,0,0,0,0,0,0,12447,0
513,8.193874597549438,-0.648465,-0.0662259,0.00708643,-2.2417,-0.857281,1.0799,0,0,0,0,0,0,12461,0
514,8.209949016571045,-0.648755,-0.0662278,0.00700559,-2.24189,-0.85736,1.0797,0,0,0,0,0,0,12454,0
515,8.22590947151184,-0.648962,-0.0662106,0.00692131,-2.24205,-0.857365,1.0794,0,0,0,0,0,0,12447,0
516,8.24154019355774,-0.649147,-0.0661392,0.00688137,-2.242,-0.857552,1.0791,0,0,0,0,0,0,12447,0
517,8.257795810699463,-0.649346,-0.0660703,0.00681317,-2.2421,-0.857465,1.0788,0,0,0,0,0,0,12449,0
518,8.273775815963745,-0.649481,-0.066127,0.0068078,-2.2421,-0.85764,1.0789,0,0,0,0,0,0,12452,0
519,8.289377212524414,-0.64983,-0.0660787,0.00678465,-2.24199,-0.857576,1.0787,0,0,0,0,0,0,12447,0
520,8.305847883224487,-0.650131,-0.0660994,0.00682663,-2.24199,-0.857368,1.0789,0,0,0,0,0,0,12454,0
521,8.321834325790405,-0.650419,-0.066096,0.00685182,-2.24193,-0.857277,1.079,0,0,0,0,0,0,12441,0
522,8.337339162826538,-0.650665,-0.066039,0.00679139,-2.24185,-0.857364,1.0788,0,0,0,0,0,0,12458,0
523,8.353350400924683,-0.650856,-0.0661023,0.00682702,-2.24191,-0.857354,1.079,0,0,0,0,0,0,12443,0
524,8.369652271270752,-0.651303,-0.0660308,0.00689545,-2.24167,-0.85713,1.0791,0,0,0,0,0,0,12445,0
525,8.385710954666138,-0.651584,-0.0660143,0.00688635,-2.24165,-0.857056,1.079,0,0,0,0,0,0,12441,0
526,8.401682615280151,-0.651833,-0.0660111,0.00682983,-2.24171,-0.857181,1.079,0,0,0,0,0,0,12443,0
527,8.41765809059143,-0.652073,-0.0659819,0.00675144,-2.24179,-0.8574,1.0786,0,0,0,0,0,0,12451,0
528,8.433663368225098,-0.652207,-0.0659879,0.00672961,-2.24184,-0.857555,1.0784,0,0,0,0,0,0,12458,0
529,8.449723482131958,-0.652587,-0.0659898,0.00665249,-2.24203,-0.857703,1.0781,0,0,0,0,0,0,12457,0
530,8.465716361999512,-0.652831,-0.0659869,0.00660086,-2.24203,-0.8578,1.078,0,0,0,0,0,0,12452,0
531,8.481715679168701,-0.653161,-0.0659865,0.00668296,-2.24199,-0.857572,1.0783,0,0,0,0,0,0,12451,0
532,8.497622013092041,-0.653434,-0.0659533,0.00668692,-2.24201,-0.857413,1.0783,0,0,0,0,0,0,12442,0
533,8.513720512390137,-0.653562,-0.0659199,0.00665388,-2.24204,-0.857268,1.0782,0,0,0,0,0,0,12451,0
534,8.529716491699219,-0.65401,-0.0659098,0.006714,-2.24195,-0.857021,1.0785,0,0,0,0,0,0,12442,0
535,8.545643091201782,-0.654325,-0.0659107,0.00674975,-2.24198,-0.856843,1.0787,0,0,0,0,0,0,12450,0
536,8.560743570327759,-0.654571,-0.0658817,0.0067159,-2.24199,-0.856823,1.0786,0,0,0,0,0,0,12457,0
537,8.577723979949951,-0.654723,-0.0659487,0.00673834,-2.24196,-0.856997,1.0787,0,0,0,0,0,0,12450,0
538,8.592655420303345,-0.655022,-0.0658905,0.00675131,-2.24201,-0.856843,1.0787,0,0,0,0,0,0,12442,0
539,8.608614206314087,-0.655365,-0.0658893,0.00666079,-2.24217,-0.857188,1.0782,0,0,0,0,0,0,12448,0
540,8.625599384307861,-0.65562,-0.0658779,0.00661215,-2.24218,-0.857329,1.0779,0,0,0,0,0,0,12459,0
541,8.640529155731201,-0.65562,-0.0658779,0.00661215,-2.24218,-0.857329,1.0779,0,0,0,0,0,0,12440,0
542,8.656484603881836,-0.655877,-0.0658376,0.00659699,-2.24217,-0.857321,1.0779,0,0,0,0,0,0,12442,0
543,8.673438787460327,-0.656339,-0.065831,0.00666221,-2.24203,-0.857292,1.078,0,0,0,0,0,0,12441,0
544,8.689398527145386,-0.656764,-0.0657857,0.00670985,-2.24189,-0.857233,1.0782,0,0,0,0,0,0,12451,0
545,8.70535397529602,-0.656987,-0.0657591,0.00665581,-2.24182,-0.857389,1.078,0,0,0,0,0,0,12458,0
546,8.721440553665161,-0.657292,-0.0657513,0.00670056,-2.24169,-0.857351,1.0781,0,0,0,0,0,0,12442,0
547,8.73748517036438,-0.657602,-0.0657399,0.00673742,-2.24158,-0.857316,1.0782,0,0,0,0,0,0,12442,0
548,8.752873182296753,-0.657703,-0.0657547,0.00670681,-2.24173,-0.857285,1.078,0,0,0,0,0,0,12441,0
549,8.769391536712646,-0.658112,-0.0657398,0.00671511,-2.24169,-0.857318,1.0782,0,0,0,0,0,0,12440,0
550,8.78549838066101,-0.658362,-0.065738,0.00669468,-2.24181,-0.85731,1.0781,0,0,0,0,0,0,12451,0
551,8.801473617553711,-0.658602,-0.0657281,0.00663461,-2.24195,-0.857418,1.0778,0,0,0,0,0,0,12455,0
552,8.817469120025635,-0.658862,-0.0656836,0.00658271,-2.24195,-0.857526,1.0775,0,0,0,0,0,0,12441,0
553,8.833406209945679,-0.659003,-0.0656722,0.00657121,-2.24207,-0.857363,1.0775,0,0,0,0,0,0,12451,0
554,8.849443912506104,-0.659439,-0.0656711,0.00660834,-2.24204,-0.857238,1.0776,0,0,0,0,0,0,12452,0
555,8.865438461303711,-0.659755,-0.065671,0.00665313,-2.242,-0.85705,1.077,0,0,0,0,0,0,12441,0
556,8.881416082382202,-0.659977,-0.0656541,0.00658903,-2.24207,-0.857138,1.0777,0,0,0,0,0,0,12441,0
557,8.897391557693481,-0.660289,-0.0656735,0.00663847,-2.242,-0.857147,1.0779,0,0,0,0,0,0,12440,0
558,8.91339111328125,-0.66041,-0.0656372,0.00662272,-2.24186,-0.857196,1.0778,0,0,0,0,0,0,12441,0
559,8.929380893707275,-0.660821,-0.0655926,0.00658694,-2.24194,-0.857009,1.0778,0,0,0,0,0,0,12453,0
560,8.945284366607666,-0.661135,-0.0656061,0.00662165,-2.24192,-0.857024,1.077,0,0,0,0,0,0,12441,0
561,8.961252450942993,-0.661377,-0.0655501,0.00656398,-2.24196,-0.857083,1.0776,0,0,0,0,0,0,12441,0
562,8.977258920669556,-0.661625,-0.0655563,0.00654978,-2.24196,-0.857388,1.077,0,0,0,0,0,0,12441,0
563,8.993152618408203,-0.661695,-0.0654676,0.00644608,-2.24199,-0.857384,1.0769,0,0,0,0,0,0,12445,0
564,9.009235620498657,-0.662109,-0.0654336,0.00647569,-2.24183,-0.857428,1.0769,0,0,0,0,0,0,12458,0
565,9.02501916885376,-0.662358,-0.065387,0.00644717,-2.24181,-0.857388,1.0769,0,0,0,0,0,0,12450,0
566,9.041192770004272,-0.662602,-0.0654228,0.0064439,-2.24185,-0.857438,1.077,0,0,0,0,0,0,12451,0
567,9.056747198104858,-0.662842,-0.0653931,0.00642925,-2.24186,-0.857385,1.0769,0,0,0,0,0,0,12457,0
568,9.072885513305664,-0.662933,-0.0653874,0.00641028,-2.24184,-0.857406,1.077,0,0,0,0,0,0,12451,0
569,9.088992357254028,-0.663298,-0.0653995,0.00647958,-2.24171,-0.857429,1.0771,0,0,0,0,0,0,12441,0
570,9.105084896087646,-0.663545,-0.0654096,0.00652751,-2.24171,-0.857292,1.0774,0,0,0,0,0,0,12441,0
571,9.120482683181763,-0.663726,-0.0653979,0.00651158,-2.24178,-0.857149,1.0774,0,0,0,0,0,0,12439,0
572,9.136480569839478,-0.663918,-0.0654023,0.00651652,-2.24177,-0.856994,1.0775,0,0,0,0,0,0,12440,0
573,9.152461290359497,-0.664057,-0.0653991,0.00656394,-2.24172,-0.857063,1.0776,0,0,0,0,0,0,12458,0
574,9.169613361358643,-0.66429,-0.0653594,0.00650525,-2.24173,-0.857103,1.0773,0,0,0,0,0,0,12450,0
575,9.185132026672363,-0.664458,-0.0653753,0.00650873,-2.24179,-0.857003,1.0774,0,0,0,0,0,0,12444,0
576,9.201127767562866,-0.6646,-0.0653223,0.00647439,-2.24183,-0.856883,1.0772,0,0,0,0,0,0,12442,0
577,9.216747045516968,-0.664722,-0.0653595,0.00646746,-2.24189,-0.856896,1.0772,0,0,0,0,0,0,12451,0
578,9.232701301574707,-0.664782,-0.0653858,0.00643588,-2.24195,-0.85723,1.0771,0,0,0,0,0,0,12452,0
579,9.248155117034912,-0.664938,-0.0653335,0.00638467,-2.24198,-0.857252,1.0768,0,0,0,0,0,0,12442,0
580,9.265116930007935,-0.66504,-0.0653352,0.00636741,-2.24197,-0.857473,1.0767,0,0,0,0,0,0,12439,0
581,9.281109094619751,-0.665161,-0.0653818,0.00637411,-2.24203,-0.857448,1.0768,0,0,0,0,0,0,12457,0
582,9.297091960906982,-0.665275,-0.0653377,0.00639758,-2.24201,-0.857305,1.076,0,0,0,0,0,0,12451,0
583,9.313091039657593,-0.665306,-0.0652783,0.00640038,-2.24185,-0.857208,1.0767,0,0,0,0,0,0,12441,0
584,9.329092979431152,-0.665447,-0.0652917,0.00640559,-2.24192,-0.857134,1.0767,0,0,0,0,0,0,12443,0
585,9.345068216323853,-0.665523,-0.0652965,0.00641093,-2.24193,-0.857139,1.0768,0,0,0,0,0,0,12440,0
586,9.361066341400146,-0.665566,-0.0653605,0.00643784,-2.24185,-0.857276,1.0771,0,0,0,0,0,0,12441,0
587,9.377038955688477,-0.665632,-0.0653672,0.00642947,-2.2419,-0.857432,1.0771,0,0,0,0,0,0,12449,0
588,9.393014192581177,-0.665671,-0.065325,0.00647522,-2.24178,-0.857284,1.0771,0,0,0,0,0,0,12451,0
589,9.409016847610474,-0.665674,-0.0652917,0.00638959,-2.24183,-0.857454,1.0767,0,0,0,0,0,0,12458,0
590,9.425010204315186,-0.665689,-0.0653281,0.00638937,-2.24179,-0.8575,1.0769,0,0,0,0,0,0,12458,0
591,9.440922737121582,-0.665701,-0.0653587,0.00641202,-2.24193,-0.857602,1.077,0,0,0,0,0,0,12439,0
592,9.456994533538818,-0.665716,-0.0653573,0.00640765,-2.24196,-0.857632,1.0769,0,0,0,0,0,0,12440,0
593,9.472974300384521,-0.665727,-0.0653318,0.0064248,-2.2417,-0.85761,1.0769,0,0,0,0,0,0,12441,0
594,9.488974332809448,-0.665729,-0.0653488,0.00643385,-2.24178,-0.857685,1.0769,0,0,0,0,0,0,12440,0
595,9.504931926727295,-0.66572,-0.0653394,0.00644677,-2.2418,-0.857567,1.077,0,0,0,0,0,0,12440,0
596,9.520904541015625,-0.665687,-0.0652996,0.00637907,-2.24184,-0.857664,1.0768,0,0,0,0,0,0,12458,0
597,9.536033630371094,-0.6657,-0.0652842,0.00636336,-2.24187,-0.85759,1.0767,0,0,0,0,0,0,12440,0
598,9.552698135375977,-0.665701,-0.0653537,0.00637328,-2.24183,-0.857744,1.0768,0,0,0,0,0,0,12439,0
599,9.568859815597534,-0.665715,-0.0653177,0.00640709,-2.24183,-0.857653,1.0768,0,0,0,0,0,0,12442,0
600,9.584798336029053,-0.66569,-0.065281,0.00638223,-2.24184,-0.857618,1.076,0,0,0,0,0,0,12441,0
601,9.600449562072754,-0.665707,-0.0653194,0.00641829,-2.24178,-0.857657,1.0769,0,0,0,0,0,0,12449,0
602,9.615801334381104,-0.665729,-0.0653459,0.0064368,-2.24181,-0.857683,1.0769,0,0,0,0,0,0,12441,0
603,9.632819652557373,-0.665753,-0.0653117,0.00646088,-2.2418,-0.857517,1.077,0,0,0,0,0,0,12439,0
604,9.64877438545227,-0.665699,-0.0652779,0.00637024,-2.24186,-0.857585,1.0767,0,0,0,0,0,0,12455,0
605,9.66472840309143,-0.665711,-0.0652795,0.00639065,-2.24181,-0.857644,1.0768,0,0,0,0,0,0,12439,0
606,9.680686473846436,-0.665715,-0.0652581,0.00636342,-2.24183,-0.857592,1.0767,0,0,0,0,0,0,12438,0
607,9.696642637252808,-0.665735,-0.0652696,0.00640584,-2.24183,-0.857499,1.0768,0,0,0,0,0,0,12440,0
608,9.712599515914917,-0.665768,-0.0652367,0.00641169,-2.24184,-0.857451,1.0768,0,0,0,0,0,0,12440,0
609,9.728559017181396,-0.665728,-0.0652251,0.00636247,-2.24186,-0.857492,1.0767,0,0,0,0,0,0,12448,0
610,9.74451494216919,-0.665709,-0.0652272,0.00631325,-2.24191,-0.857503,1.0766,0,0,0,0,0,0,12449,0
611,9.760473489761353,-0.665714,-0.0651733,0.00632776,-2.24192,-0.857406,1.0766,0,0,0,0,0,0,12449,0
612,9.776463747024536,-0.665709,-0.0652157,0.00632819,-2.24187,-0.857554,1.0766,0,0,0,0,0,0,12439,0
613,9.792513847351074,-0.665715,-0.0652093,0.00634184,-2.24183,-0.857559,1.0766,0,0,0,0,0,0,12456,0
614,9.808543920516968,-0.665784,-0.0652527,0.00639772,-2.24185,-0.857433,1.0768,0,0,0,0,0,0,12440,0
615,9.823792457580566,-0.665752,-0.0652151,0.00635363,-2.24186,-0.857446,1.0767,0,0,0,0,0,0,12440,0
616,9.840522050857544,-0.665787,-0.0652297,0.00637599,-2.24181,-0.857441,1.0768,0,0,0,0,0,0,12440,0
617,9.856503009796143,-0.665798,-0.0652431,0.00638917,-2.24184,-0.857458,1.0768,0,0,0,0,0,0,12440,0
618,9.872615098953247,-0.665814,-0.0652449,0.00643546,-2.24179,-0.857389,1.0769,0,0,0,0,0,0,12456,0
619,9.88845705986023,-0.665736,-0.0651719,0.00632792,-2.24188,-0.857403,1.0766,0,0,0,0,0,0,12447,0
620,9.904519319534302,-0.665748,-0.0652165,0.00635598,-2.2419,-0.857334,1.0768,0,0,0,0,0,0,12442,0
621,9.920514106750488,-0.665685,-0.065175,0.00628985,-2.24185,-0.857442,1.0765,0,0,0,0,0,0,12439,0
622,9.936258554458618,-0.665632,-0.065157,0.0062657,-2.24183,-0.857493,1.0764,0,0,0,0,0,0,12448,0
623,9.95246696472168,-0.665601,-0.0651817,0.00624289,-2.24191,-0.85755,1.0764,0,0,0,0,0,0,12451,0
624,9.967671155929565,-0.665512,-0.0651289,0.0062073,-2.24191,-0.857383,1.0763,0,0,0,0,0,0,12450,0
625,9.983628273010254,-0.665425,-0.0651449,0.00617672,-2.24194,-0.857463,1.076,0,0,0,0,0,0,12438,0
626,9.999585628509521,-0.665313,-0.0652227,0.00618408,-2.24195,-0.857662,1.0764,0,0,0,0,0,0,12441,0
627,10.015542268753052,-0.665178,-0.0651585,0.00615211,-2.24199,-0.857595,1.0762,0,0,0,0,0,0,12457,0
628,10.032496213912964,-0.665144,-0.0651668,0.00617223,-2.24203,-0.857514,1.0762,0,0,0,0,0,0,12442,0
629,10.04845380783081,-0.664949,-0.0651514,0.00616906,-2.24195,-0.857582,1.0761,0,0,0,0,0,0,12440,0
630,10.064410924911499,-0.664824,-0.065182,0.0061841,-2.24202,-0.857613,1.0761,0,0,0,0,0,0,12440,0
631,10.080368280410767,-0.664666,-0.065219,0.00619853,-2.24202,-0.857703,1.0762,0,0,0,0,0,0,12440,0
632,10.096327543258667,-0.664524,-0.0652755,0.00623185,-2.24212,-0.857715,1.0764,0,0,0,0,0,0,12440,0
633,10.11228322982788,-0.664451,-0.0652561,0.00622868,-2.24193,-0.857723,1.0764,0,0,0,0,0,0,12447,0
634,10.128178358078003,-0.66422,-0.0653282,0.00631622,-2.24194,-0.857727,1.0767,0,0,0,0,0,0,12451,0
635,10.144177913665771,-0.664061,-0.0653324,0.00634525,-2.24183,-0.857708,1.0768,0,0,0,0,0,0,12449,0
636,10.16029143333435,-0.663908,-0.0653499,0.00638528,-2.24176,-0.857672,1.0769,0,0,0,0,0,0,12450,0
637,10.175706386566162,-0.663702,-0.0653842,0.00638784,-2.24177,-0.857762,1.0769,0,0,0,0,0,0,12441,0
638,10.192273378372192,-0.663605,-0.065438,0.00638269,-2.24179,-0.857924,1.077,0,0,0,0,0,0,12438,0
639,10.208240509033203,-0.663253,-0.0654775,0.00636164,-2.24189,-0.858086,1.0769,0,0,0,0,0,0,12440,0
640,10.224053621292114,-0.663068,-0.0654678,0.00639546,-2.24185,-0.858149,1.077,0,0,0,0,0,0,12440,0
641,10.240278244018555,-0.662794,-0.0654769,0.00633798,-2.24191,-0.858292,1.0767,0,0,0,0,0,0,12455,0
642,10.256263256072998,-0.66252,-0.0654367,0.00628565,-2.24189,-0.858403,1.0764,0,0,0,0,0,0,12441,0
643,10.272116661071777,-0.662442,-0.0654773,0.00634473,-2.24189,-0.858273,1.076,0,0,0,0,0,0,12440,0
644,10.288223028182983,-0.662065,-0.0654777,0.00632122,-2.2418,-0.858408,1.0764,0,0,0,0,0,0,12439,0
645,10.304211854934692,-0.661796,-0.0654741,0.00634533,-2.24184,-0.858337,1.0765,0,0,0,0,0,0,12440,0
646,10.320136547088623,-0.661583,-0.0655126,0.00639954,-2.24182,-0.858352,1.0766,0,0,0,0,0,0,12449,0
647,10.335828304290771,-0.661272,-0.0655182,0.00635352,-2.24196,-0.858342,1.076,0,0,0,0,0,0,12447,0
648,10.352401733398438,-0.661137,-0.0656066,0.00640194,-2.24205,-0.858333,1.0769,0,0,0,0,0,0,12440,0
649,10.368210077285767,-0.660761,-0.0656539,0.00644804,-2.24193,-0.858217,1.0772,0,0,0,0,0,0,12456,0
650,10.384170770645142,-0.660558,-0.0656714,0.00654667,-2.24185,-0.857891,1.0776,0,0,0,0,0,0,12447,0
651,10.400126695632935,-0.660292,-0.065667,0.00657382,-2.2418,-0.857832,1.0777,0,0,0,0,0,0,12449,0
652,10.416085481643677,-0.660008,-0.065701,0.00658988,-2.24182,-0.857939,1.0777,0,0,0,0,0,0,12440,0
653,10.432042360305786,-0.659818,-0.0657259,0.00653358,-2.24192,-0.858165,1.0776,0,0,0,0,0,0,12440,0
654,10.44800090789795,-0.65946,-0.0658134,0.00659874,-2.24193,-0.858153,1.077,0,0,0,0,0,0,12440,0
655,10.463955879211426,-0.659128,-0.0658265,0.00654156,-2.24199,-0.85829,1.0777,0,0,0,0,0,0,12455,0
656,10.479912996292114,-0.658848,-0.0657912,0.00655563,-2.24208,-0.858191,1.077,0,0,0,0,0,0,12452,0
657,10.495903730392456,-0.658564,-0.0657895,0.00654294,-2.24202,-0.858321,1.0775,0,0,0,0,0,0,12458,0
658,10.51186227798462,-0.658405,-0.0657926,0.00651553,-2.24198,-0.858368,1.0774,0,0,0,0,0,0,12451,0
659,10.528102397918701,-0.657994,-0.065774,0.00653968,-2.24185,-0.858393,1.0775,0,0,0,0,0,0,12450,0
660,10.544160842895508,-0.657775,-0.0658236,0.00663931,-2.2417,-0.858318,1.078,0,0,0,0,0,0,12439,0
661,10.560155630111694,-0.657545,-0.0658607,0.00669751,-2.24168,-0.858078,1.0783,0,0,0,0,0,0,12440,0
662,10.576116800308228,-0.65726,-0.0658612,0.00672514,-2.24166,-0.858164,1.0783,0,0,0,0,0,0,12439,0
663,10.592113971710205,-0.6571,-0.0659012,0.00668574,-2.24168,-0.858368,1.0782,0,0,0,0,0,0,12440,0
664,10.608070373535156,-0.656706,-0.065923,0.00669102,-2.24174,-0.858395,1.0782,0,0,0,0,0,0,12457,0
665,10.624096632003784,-0.656376,-0.0659103,0.00663941,-2.24189,-0.858466,1.07,0,0,0,0,0,0,12441,0
666,10.640066862106323,-0.656086,-0.0659262,0.00663729,-2.24197,-0.85844,1.0779,0,0,0,0,0,0,12441,0
667,10.655624866485596,-0.655822,-0.0659621,0.00664989,-2.24205,-0.858261,1.078,0,0,0,0,0,0,12447,0
668,10.671955347061157,-0.655684,-0.0659118,0.00664949,-2.24208,-0.858107,1.0779,0,0,0,0,0,0,12444,0
669,10.687949419021606,-0.655263,-0.0659572,0.00664719,-2.24214,-0.858135,1.0779,0,0,0,0,0,0,12454,0
670,10.703911542892456,-0.654973,-0.065959,0.00663399,-2.24215,-0.858189,1.0779,0,0,0,0,0,0,12449,0
671,10.719478368759155,-0.65474,-0.0659948,0.00667028,-2.2421,-0.85817,1.0782,0,0,0,0,0,0,12454,0
672,10.736074209213257,-0.65447,-0.0660494,0.00669891,-2.242,-0.858195,1.0785,0,0,0,0,0,0,12450,0
673,10.751996994018555,-0.65435,-0.0660176,0.00674231,-2.24193,-0.857996,1.078,0,0,0,0,0,0,12450,0
674,10.767964124679565,-0.653959,-0.0660906,0.00673518,-2.24193,-0.857984,1.078,0,0,0,0,0,0,12441,0
675,10.783940076828003,-0.653659,-0.0660403,0.00671994,-2.24196,-0.857984,1.0786,0,0,0,0,0,0,12440,0
676,10.799939155578613,-0.653364,-0.0660682,0.0066704,-2.24195,-0.858246,1.0783,0,0,0,0,0,0,12441,0
677,10.815948963165283,-0.653081,-0.0660476,0.00665627,-2.24192,-0.858375,1.0782,0,0,0,0,0,0,12439,0
678,10.831619501113892,-0.652949,-0.0660781,0.00666643,-2.24194,-0.858399,1.0783,0,0,0,0,0,0,12458,0
679,10.84787368774414,-0.65254,-0.0660916,0.00667058,-2.24196,-0.858533,1.0782,0,0,0,0,0,0,12448,0
680,10.863797664642334,-0.652271,-0.0660974,0.00669934,-2.24192,-0.858632,1.0782,0,0,0,0,0,0,12444,0
681,10.879802942276001,-0.651997,-0.0660878,0.00667437,-2.24193,-0.85871,1.0782,0,0,0,0,0,0,12451,0
682,10.895760297775269,-0.651736,-0.0661321,0.0067291,-2.24188,-0.858716,1.0784,0,0,0,0,0,0,12448,0
683,10.91171908378601,-0.651631,-0.0661659,0.0067801,-2.24178,-0.858628,1.0786,0,0,0,0,0,0,12439,0
684,10.9276762008667,-0.651313,-0.0662239,0.00691161,-2.24168,-0.858385,1.0793,0,0,0,0,0,0,12441,0
685,10.943631649017334,-0.651032,-0.0662037,0.00692174,-2.24165,-0.858272,1.0794,0,0,0,0,0,0,12439,0
686,10.95958948135376,-0.650745,-0.0661824,0.00684962,-2.24178,-0.858214,1.0791,0,0,0,0,0,0,12448,0
687,10.975547790527344,-0.650469,-0.0662118,0.00683504,-2.24188,-0.858139,1.079,0,0,0,0,0,0,12456,0
688,10.99152398109436,-0.650299,-0.0662446,0.00679975,-2.24198,-0.858231,1.079,0,0,0,0,0,0,12440,0
689,11.007462978363037,-0.649878,-0.0662672,0.00676494,-2.24211,-0.858318,1.0789,0,0,0,0,0,0,12441,0
690,11.02345061302185,-0.649614,-0.0662501,0.00675845,-2.2421,-0.858346,1.0788,0,0,0,0,0,0,12448,0
691,11.039759159088135,-0.649321,-0.0662132,0.00669553,-2.24218,-0.858392,1.0787,0,0,0,0,0,0,12446,0
692,11.05570125579834,-0.649082,-0.0662248,0.00670854,-2.24215,-0.858379,1.0786,0,0,0,0,0,0,12461,0
693,11.071735382080078,-0.64897,-0.0662482,0.00672987,-2.2422,-0.858408,1.0787,0,0,0,0,0,0,12467,0
694,11.087328433990479,-0.648679,-0.0662874,0.00679465,-2.24216,-0.858298,1.079,0,0,0,0,0,0,12470,0
695,11.103383541107178,-0.648466,-0.0662753,0.00680326,-2.24205,-0.858347,1.079,0,0,0,0,0,0,12470,0
696,11.118973970413208,-0.64829,-0.066271,0.00684956,-2.24194,-0.858225,1.0792,0,0,0,0,0,0,12465,0
697,11.135544776916504,-0.648107,-0.0662848,0.00690033,-2.24188,-0.858218,1.0794,0,0,0,0,0,0,12468,0
698,11.151634454727173,-0.648025,-0.0663127,0.00691857,-2.24187,-0.85805,1.0796,0,0,0,0,0,0,12477,0
699,11.167715311050415,-0.647773,-0.0663048,0.00695997,-2.24185,-0.858066,1.0796,0,0,0,0,0,0,12473,0
700,11.183650732040405,-0.647586,-0.0662784,0.00690983,-2.24185,-0.858111,1.0795,0,0,0,0,0,0,12478,0
701,11.199638843536377,-0.647424,-0.066304,0.00688623,-2.24187,-0.85834,1.0794,0,0,0,0,0,0,12493,0
702,11.21561312675476,-0.647291,-0.0662794,0.00691385,-2.24179,-0.858388,1.0793,0,0,0,0,0,0,12491,0
703,11.231148719787598,-0.647154,-0.0662594,0.00681159,-2.24193,-0.858398,1.0791,0,0,0,0,0,0,12505,0
704,11.24759554862976,-0.646958,-0.0662755,0.00684488,-2.24195,-0.858429,1.0791,0,0,0,0,0,0,12520,0
705,11.263564348220825,-0.646845,-0.0662457,0.00684957,-2.24198,-0.858287,1.0791,0,0,0,0,0,0,12519,0
706,11.279564619064331,-0.646708,-0.0662305,0.00685404,-2.24192,-0.858367,1.0791,0,0,0,0,0,0,12525,0
707,11.295538425445557,-0.646589,-0.0662361,0.00678869,-2.24197,-0.858575,1.0789,0,0,0,0,0,0,12520,0
708,11.310762643814087,-0.646568,-0.0662395,0.0068434,-2.24196,-0.858305,1.079,0,0,0,0,0,0,12528,0
709,11.327332496643066,-0.6464,-0.0662576,0.00678962,-2.24199,-0.858594,1.0789,0,0,0,0,0,0,12546,0
710,11.343314409255981,-0.646354,-0.0662275,0.00681902,-2.242,-0.858361,1.079,0,0,0,0,0,0,12546,0
711,11.359378099441528,-0.646276,-0.0662007,0.00683129,-2.242,-0.858239,1.079,0,0,0,0,0,0,12546,0
712,11.37517523765564,-0.646197,-0.0662107,0.00679907,-2.24196,-0.858373,1.0789,0,0,0,0,0,0,12558,0
713,11.39136552810669,-0.646156,-0.0662576,0.0067537,-2.24211,-0.858395,1.0789,0,0,0,0,0,0,12556,0
714,11.407351016998291,-0.646102,-0.0661979,0.00673889,-2.24205,-0.858423,1.0789,0,0,0,0,0,0,12554,0
715,11.423384428024292,-0.64611,-0.0662614,0.00677198,-2.24215,-0.858312,1.079,0,0,0,0,0,0,12574,0
716,11.439446449279785,-0.646067,-0.0662246,0.00678317,-2.24213,-0.858163,1.079,0,0,0,0,0,0,12571,0
717,11.45491337776184,-0.646088,-0.0662165,0.00680855,-2.242,-0.858067,1.079,0,0,0,0,0,0,12559,0
718,11.471385955810547,-0.646091,-0.0662547,0.00681677,-2.24209,-0.858173,1.0792,0,0,0,0,0,0,12569,0
719,11.487382650375366,-0.646082,-0.0661796,0.00680118,-2.24194,-0.858018,1.0789,0,0,0,0,0,0,12561,0
720,11.50318956375122,-0.646116,-0.0662283,0.00683333,-2.24202,-0.857989,1.0791,0,0,0,0,0,0,12554,0
721,11.518883466720581,-0.646116,-0.0662283,0.00683333,-2.24202,-0.857989,1.0791,0,0,0,0,0,0,12560,0
722,11.534926414489746,-0.646079,-0.0662096,0.00680372,-2.242,-0.858004,1.079,0,0,0,0,0,0,12547,0
723,11.550883293151855,-0.646101,-0.0662252,0.00684361,-2.24195,-0.858025,1.0791,0,0,0,0,0,0,12564,0
724,11.566841840744019,-0.646102,-0.0662123,0.00685324,-2.24193,-0.857962,1.0792,0,0,0,0,0,0,12555,0
725,11.58279800415039,-0.646122,-0.0662525,0.00686585,-2.24193,-0.857981,1.0793,0,0,0,0,0,0,12554,0
726,11.598794221878052,-0.646121,-0.0662338,0.00686287,-2.2419,-0.857924,1.0793,0,0,0,0,0,0,12544,0
727,11.61475133895874,-0.646126,-0.0662293,0.0068888,-2.24187,-0.857879,1.0794,0,0,0,0,0,0,12551,0
728,11.630711078643799,-0.646147,-0.0661873,0.00688827,-2.24188,-0.857757,1.0794,0,0,0,0,0,0,12552,0
729,11.646665334701538,-0.646132,-0.0662192,0.00688858,-2.24189,-0.857907,1.079,0,0,0,0,0,0,12546,0
