n,t,x,y,z,rx,ry,rz,fx,fy,fz,tx,ty,tz,skin
0,0.0,-0.667554,-0.0455843,0.155292,-0.441674,-1.62612,0.79813,0,0,0,0,0,0,9447,9449,9491,9494,9455,9528,9536,9521,9535,9554,9250,9506,9514,9459,9463,9491
1,0.06023526191711426,-0.667566,-0.0456076,0.155305,-0.441573,-1.62613,0.7981,0,0,0,0,0,0,9437,9451,9493,9526,9558,9524,9526,9496,9518,9525,9252,9459,9509,9460,9462,9528
2,0.10865283012390137,-0.667566,-0.0456266,0.155312,-0.441605,-1.62612,0.7981,0,0,0,0,0,0,9410,9464,9497,9483,9463,9556,9534,9493,9509,9480,9285,9522,9485,9464,9505,9474
3,0.15205001831054688,-0.667558,-0.0456258,0.155315,-0.441558,-1.62614,0.79815,0,0,0,0,0,0,9452,9460,9481,9491,9471,9582,9559,9477,9508,9518,9267,9502,9509,9428,9500,9502
4,0.20262575149536133,-0.667536,-0.0455927,0.15526,-0.441627,-1.62621,0.7981,0,0,0,0,0,0,9468,9484,9544,9491,9445,9559,9544,9458,9509,9511,9232,9511,9524,9459,9561,9500
5,0.24637746810913086,-0.667559,-0.0456111,0.155323,-0.44163,-1.6261,0.79816,0,0,0,0,0,0,9445,9464,9468,9492,9460,9529,9546,9504,9495,9563,9249,9500,9506,9455,9493,9500
6,0.29082393646240234,-0.66755,-0.0456345,0.155292,-0.441535,-1.62619,0.79815,0,0,0,0,0,0,9415,9463,9495,9525,9489,9551,9525,9497,9518,9518,9239,9505,9515,9461,9499,9517
7,0.3405330181121826,-0.667561,-0.0456131,0.155313,-0.441552,-1.62612,0.7981,0,0,0,0,0,0,9412,9462,9505,9471,9467,9550,9509,9494,9505,9525,9274,9532,9595,9463,9497,9456
8,0.38544225692749023,-0.667578,-0.0456264,0.155355,-0.441599,-1.62603,0.79819,0,0,0,0,0,0,9445,9422,9491,9498,9467,9551,9568,9583,9510,9527,9230,9501,9507,9445,9498,9497
9,0.42987561225891113,-0.667562,-0.0456152,0.155326,-0.441568,-1.62609,0.7981,0,0,0,0,0,0,9451,9485,9553,9489,9473,9561,9534,9489,9493,9523,9253,9498,9511,9484,9519,9556
10,0.47696661949157715,-0.667564,-0.0455985,0.155316,-0.441573,-1.62612,0.7981,0,0,0,0,0,0,9449,9460,9493,9490,9465,9532,9540,9496,9485,9552,9359,9480,9501,9453,9463,9497
11,0.5223429203033447,-0.667573,-0.0456041,0.155317,-0.441628,-1.62608,0.79815,0,0,0,0,0,0,9437,9459,9500,9452,9495,9669,9532,9491,9507,9482,9257,9505,9503,9436,9491,9498
12,0.5675497055053711,-0.667568,-0.0456503,0.155312,-0.441528,-1.62615,0.79816,0,0,0,0,0,0,9527,9464,9504,9483,9460,9551,9538,9482,9509,9514,9251,9516,9545,9473,9493,9497
13,0.6141469478607178,-0.667558,-0.0456352,0.155301,-0.441585,-1.62613,0.79818,0,0,0,0,0,0,9443,9413,9499,9494,9434,9556,9565,9493,9563,9507,9253,9500,9515,9435,9496,9492
14,0.6609141826629639,-0.667561,-0.0455899,0.15528,-0.441638,-1.62616,0.79808,0,0,0,0,0,0,9446,9476,9503,9582,9468,9544,9526,9487,9515,9524,9251,9474,9507,9460,9509,9538
15,0.7079675197601318,-0.667571,-0.0456352,0.155315,-0.441563,-1.62613,0.79815,0,0,0,0,0,0,9440,9455,9492,9492,9455,9553,9531,9492,9511,9538,9283,9490,9504,9463,9498,9493
16,0.753638505935669,-0.667574,-0.0456194,0.155366,-0.441559,-1.62604,0.79816,0,0,0,0,0,0,9420,9454,9486,9490,9492,9585,9520,9488,9505,9490,9255,9503,9476,9450,9491,9475
17,0.7995152473449707,-0.667576,-0.0456501,0.155311,-0.441545,-1.62612,0.79819,0,0,0,0,0,0,9475,9503,9496,9491,9438,9555,9540,9472,9503,9514,9234,9509,9538,9535,9481,9502
18,0.8458170890808105,-0.667565,-0.0456221,0.155328,-0.441602,-1.6261,0.798,0,0,0,0,0,0,9439,9467,9500,9492,9449,9545,9545,9515,9557,9515,9252,9507,9501,9453,9489,9491
19,0.8920793533325195,-0.66754,-0.0456354,0.155275,-0.441565,-1.62619,0.79815,0,0,0,0,0,0,9441,9459,9487,9533,9460,9527,9539,9495,9489,9509,9241,9495,9511,9457,9479,9525
20,0.9375185966491699,-0.667569,-0.0456585,0.155316,-0.441523,-1.62613,0.79817,0,0,0,0,0,0,9427,9461,9498,9455,9465,9551,9529,9471,9514,9522,9279,9616,9485,9461,9501,9480
21,0.9848043918609619,-0.667569,-0.045655,0.155335,-0.44152,-1.6261,0.79818,0,0,0,0,0,0,9446,9457,9492,9495,9473,9572,9641,9490,9518,9531,9253,9501,9502,9457,9502,9501
22,1.0307297706604004,-0.66756,-0.0456155,0.155309,-0.441614,-1.62613,0.79815,0,0,0,0,0,0,9475,9510,9494,9491,9475,9563,9541,9467,9508,9522,9218,9506,9526,9465,9550,9504
23,1.0795490741729736,-0.667558,-0.0456382,0.1553,-0.441549,-1.62616,0.79816,0,0,0,0,0,0,9441,9464,9497,9491,9460,9525,9541,9505,9520,9614,9261,9480,9511,9454,9488,9489
24,1.125535249710083,-0.667567,-0.0456384,0.155307,-0.441568,-1.62615,0.79816,0,0,0,0,0,0,9435,9464,9502,9518,9577,9548,9541,9503,9502,9507,9253,9502,9519,9449,9498,9526
25,1.171424388885498,-0.667553,-0.045628,0.155317,-0.441596,-1.62609,0.79816,0,0,0,0,0,0,9424,9466,9505,9468,9463,9553,9512,9504,9513,9501,9275,9533,9524,9464,9496,9474
26,1.2158653736114502,-0.667567,-0.0456558,0.155343,-0.441579,-1.62609,0.79822,0,0,0,0,0,0,9444,9445,9496,9499,9442,9568,9572,9539,9504,9523,9250,9498,9513,9434,9496,9487
27,1.262063980102539,-0.667555,-0.0456243,0.155319,-0.441564,-1.62613,0.79815,0,0,0,0,0,0,9447,9489,9566,9497,9470,9554,9515,9486,9510,9520,9256,9498,9514,9477,9560,9496
28,1.3089373111724854,-0.667564,-0.0456276,0.15529,-0.441555,-1.6262,0.7981,0,0,0,0,0,0,9454,9457,9471,9489,9459,9559,9542,9497,9516,9563,9264,9463,9509,9455,9480,9504
29,1.353821039199829,-0.667555,-0.0456368,0.155349,-0.441545,-1.62607,0.79818,0,0,0,0,0,0,9451,9454,9499,9515,9493,9560,9524,9488,9513,9507,9259,9508,9490,9452,9493,9505
30,1.4006924629211426,-0.667572,-0.045628,0.155325,-0.441597,-1.62609,0.79816,0,0,0,0,0,0,9482,9471,9505,9492,9464,9553,9543,9488,9508,9518,9258,9532,9619,9454,9480,9502
31,1.4475669860839844,-0.667577,-0.0456485,0.155338,-0.441597,-1.62607,0.79825,0,0,0,0,0,0,9443,9436,9497,9495,9426,9556,9567,9547,9511,9518,9222,9507,9509,9459,9490,9491
32,1.492724895477295,-0.667559,-0.0456101,0.155307,-0.441605,-1.62614,0.79812,0,0,0,0,0,0,9447,9485,9536,9501,9464,9537,9538,9498,9517,9516,9251,9500,9511,9468,9504,9602
33,1.5391104221343994,-0.667552,-0.0456198,0.155313,-0.441593,-1.62612,0.79816,0,0,0,0,0,0,9444,9457,9496,9497,9470,9554,9535,9477,9521,9553,9375,9504,9512,9468,9500,9500
34,1.587782859802246,-0.667562,-0.0456239,0.155322,-0.441566,-1.62613,0.79817,0,0,0,0,0,0,9422,9464,9495,9472,9497,9672,9537,9495,9507,9501,9262,9500,9471,9452,9501,9477
35,1.6345384120941162,-0.66756,-0.0456382,0.155323,-0.44154,-1.62611,0.79816,0,0,0,0,0,0,9526,9464,9488,9492,9470,9561,9544,9465,9498,9517,9248,9509,9546,9475,9499,9505
36,1.6794159412384033,-0.667584,-0.0456241,0.155349,-0.441597,-1.62604,0.79815,0,0,0,0,0,0,9434,9469,9500,9487,9455,9551,9550,9523,9590,9520,9263,9510,9517,9455,9496,9490
